time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
30/05/2021 08:25,9346.1,1069.1,5.3,5.3,7.2,7.2,7.3,7.3,27.1,3577.3,69.15,80.78,48.8,43.9 °F,83,ENE,3.6,3.9 mph,30.52 in,0.00 in,0.00 in,1,135 w/m²
30/05/2021 08:30,9309.4,1057.9,4.6,4.6,6.5,6.5,6.5,6.5,27.1,3590.2,69.17,80.78,49,44.0 °F,84,NE,2.9,3.0 mph,30.52 in,0.00 in,0.00 in,1,130.4 w/m²
30/05/2021 08:35,9224.7,1040,4.5,3.2,6.2,6.2,7.1,7.1,27.1,3595.1,69.12,80.78,49.2,44.0 °F,82,NE,3.6,3.9 mph,30.52 in,0.00 in,0.00 in,1,151.1 w/m²
30/05/2021 08:40,9256.9,1038,5.5,4.8,7.1,7.1,7.1,7.1,27.1,3598.9,69.13,80.78,49.2,44.2 °F,83,NE,3.9,4.2 mph,30.52 in,0.00 in,0.00 in,1,151.1 w/m²
30/05/2021 08:45,9170.5,1027.9,5,5,6.8,6.8,6.8,6.8,27.1,3601.9,69.15,80.78,49.1,44.2 °F,83,NE,4.4,4.7 mph,30.52 in,0.00 in,0.00 in,1,158.8 w/m²
30/05/2021 08:50,9143,1025.8,4.7,4.7,6.2,6.2,6.4,6.4,27.1,3610.5,69.18,80.78,49.2,43.9 °F,82,NE,4.5,4.7 mph,30.52 in,0.00 in,0.00 in,1,170.6 w/m²
30/05/2021 08:55,9046.3,1006.9,5.4,5.4,6.6,6.6,6.8,6.8,27.1,3613,69.11,80.78,49.4,44.1 °F,82,ENE,3.9,4.2 mph,30.53 in,0.00 in,0.00 in,1,167 w/m²
30/05/2021 09:00,9064.2,1008,4.8,2.8,6.2,6.9,6.3,7,27.1,3615.1,69.16,80.78,49.6,44.3 °F,82,ENE,4.1,4.4 mph,30.53 in,0.00 in,0.00 in,1,142.4 w/m²
30/05/2021 09:05,9065.3,1002.5,5.2,5.2,7.1,7.1,7.1,7.1,27.1,3629.1,69.22,80.78,49.8,44.5 °F,83,ENE,4.2,4.6 mph,30.52 in,0.00 in,0.00 in,1,189.1 w/m²
30/05/2021 09:10,9024.9,1011.1,4.9,4.9,6.2,6.2,6.3,6.3,27.1,3653.6,69.29,80.78,49.6,44.5 °F,83,East,4.4,4.7 mph,30.52 in,0.00 in,0.00 in,1,189.1 w/m²
30/05/2021 09:15,8970.6,1010.6,5.1,5.1,6.6,6.6,6.8,6.8,27.1,3658.5,69.37,80.78,49.7,44.7 °F,83,ESE,2.6,2.7 mph,30.53 in,0.00 in,0.00 in,1,153.7 w/m²
30/05/2021 09:20,8864.5,1003.8,5.1,5.1,6.3,6.3,6.3,6.3,27.1,3669.7,69.4,80.78,49.6,44.6 °F,84,ENE,4.5,4.8 mph,30.53 in,0.00 in,0.00 in,1,142.4 w/m²
30/05/2021 09:25,8832.5,995.8,4.9,3,6.8,6.8,7.1,7.1,27.1,3680.8,69.39,80.78,49.6,44.6 °F,83,NE,4.2,4.4 mph,30.52 in,0.00 in,0.00 in,1,158.5 w/m²
30/05/2021 09:30,8804.1,1002.1,5.2,5.2,6.6,6.6,6.6,6.6,27.1,3687.6,69.42,80.78,50,44.8 °F,83,ENE,2.5,2.7 mph,30.52 in,0.00 in,0.00 in,1,169.4 w/m²
30/05/2021 09:35,8761.6,981.5,4.9,4.9,6.3,6.3,6.5,6.5,27.1,3695.7,69.41,80.78,50.2,44.8 °F,82,East,3.6,3.8 mph,30.52 in,0.00 in,0.00 in,1,183 w/m²
30/05/2021 09:40,8747.8,888.2,4.1,4.1,5.7,5.7,5.7,5.7,27.1,3712.8,69.45,80.78,50.4,44.9 °F,82,NE,3.3,3.5 mph,30.52 in,0.00 in,0.00 in,2,206.1 w/m²
30/05/2021 09:45,8732.4,976.5,4.1,4.1,5.8,5.8,5.8,5.8,27.08,3713.3,69.52,80.744,50.4,44.9 °F,82,ENE,4.1,4.4 mph,30.52 in,0.00 in,0.00 in,2,191.3 w/m²
30/05/2021 09:50,8654,977.5,4.6,2.2,5.6,6.3,6.3,6.3,27.05,3736,69.51,80.69,50.4,45.1 °F,82,ENE,3.4,3.6 mph,30.51 in,0.00 in,0.00 in,2,222.1 w/m²
30/05/2021 09:55,8596.7,973.4,4.7,4.7,6.5,6.5,6.5,6.5,27.02,3752.4,69.54,80.636,50.7,45.4 °F,82,NE,3.3,3.5 mph,30.51 in,0.00 in,0.00 in,2,189.4 w/m²
