time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
17/06/2021 07:20,400.9,1,9.5,9.5,12.3,12.3,12.4,12.3,30.2,3278.3,72.99,86.36,67.1,64.1 °F,89,NW,2.9,3.0 mph,29.90 in,0.00 in,0.01 in,0,19.2 w/m²
17/06/2021 07:25,400.9,1,10.1,10.1,12.5,12.5,12.6,12.7,30.19,3268.1,72.85,86.342,67,63.8 °F,89,NNW,3.2,3.4 mph,29.90 in,0.00 in,0.01 in,0,14.5 w/m²
17/06/2021 07:30,400.9,1,10,10,12.3,12.3,12.2,12.4,30.18,3259.5,72.72,86.324,66.7,63.5 °F,89,NW,3.4,3.6 mph,29.90 in,0.00 in,0.01 in,0,9.2 w/m²
17/06/2021 07:35,400.9,1,9.5,9.5,12.2,12.2,12.2,12.3,30.19,3243.6,72.63,86.342,66.8,63.6 °F,89,NNW,3.3,3.4 mph,29.90 in,0.00 in,0.01 in,0,9.6 w/m²
17/06/2021 07:40,400.9,1,10.1,10.1,12.3,12.3,12.8,12.6,30.18,3216.4,72.42,86.324,66.7,63.5 °F,89,NNW,3.5,3.7 mph,29.91 in,0.00 in,0.01 in,0,9.2 w/m²
17/06/2021 07:45,400.9,1,9.6,9.6,12,12,12.2,12.1,30.18,3199.7,72.34,86.324,66.7,63.6 °F,90,NNW,2.9,3.0 mph,29.91 in,0.00 in,0.01 in,0,9.7 w/m²
17/06/2021 07:50,400.9,1,9.8,9.8,12.4,12.4,12.3,12.5,30.18,3194.9,72.31,86.324,66.7,63.6 °F,90,NW,2.9,3.1 mph,29.91 in,0.00 in,0.01 in,0,10 w/m²
17/06/2021 07:55,401,1,10.6,10.6,13.5,13.5,14.3,13.6,30.16,3176.5,72.11,86.288,66.5,63.5 °F,90,NNW,2.8,2.9 mph,29.91 in,0.00 in,0.01 in,0,10.3 w/m²
17/06/2021 08:00,400.9,1,10.5,10.5,13.6,13.6,13.4,13.6,30.13,3163.4,72.02,86.234,66.2,62.6 °F,89,NW,4.3,4.5 mph,29.90 in,0.00 in,0.01 in,0,11.1 w/m²
17/06/2021 08:05,400.9,1,10.3,10.3,13.1,13.1,12.9,13.1,30.12,3158.8,72.01,86.216,66.2,63.0 °F,89,NNW,2.9,3.0 mph,29.90 in,0.00 in,0.01 in,0,14.4 w/m²
17/06/2021 08:10,400.9,1,10.8,10.8,13.8,13.8,14.2,14.3,30.11,3147.8,72.02,86.198,66.3,63.0 °F,89,North,2.4,2.5 mph,29.91 in,0.00 in,0.01 in,0,18.2 w/m²
17/06/2021 08:15,400.9,1,10.5,10.5,13,13,13.5,13.4,30.14,3127.1,71.99,86.252,66.1,62.8 °F,89,NNW,2.6,2.7 mph,29.91 in,0.00 in,0.01 in,0,20 w/m²
17/06/2021 08:20,400.9,1,10,10,12.3,12.3,12.1,12.3,30.11,3099.3,71.86,86.198,65.8,62.6 °F,89,NNW,2.5,2.6 mph,29.91 in,0.00 in,0.01 in,0,33.8 w/m²
17/06/2021 08:25,400.9,1,10.5,10.5,13.7,13.7,13.8,13.9,30.1,3060,71.65,86.18,65.6,62.4 °F,89,NNW,3.3,3.4 mph,29.91 in,0.00 in,0.01 in,0,37.1 w/m²
17/06/2021 08:30,400.9,1,10.3,10.3,13.4,13.4,13.4,13.4,30.1,3027.1,71.51,86.18,65.6,62.3 °F,89,North,2.9,3.0 mph,29.91 in,0.00 in,0.01 in,0,41.6 w/m²
17/06/2021 08:35,400.9,1,10.5,10.5,12.7,12.7,13,12.8,30.1,3002.3,71.4,86.18,65.4,62.2 °F,89,NNE,3.1,3.2 mph,29.91 in,0.00 in,0.01 in,0,41.1 w/m²
17/06/2021 08:40,400.9,1,11,11,13.2,13.2,13.3,13.2,30.11,2985.5,71.41,86.198,65.2,62.3 °F,90,NNE,2.5,2.6 mph,29.91 in,0.00 in,0.01 in,0,42.7 w/m²
17/06/2021 08:45,400.9,1,10.5,10.5,13.2,13.2,13.5,13.7,30.1,2961.5,71.32,86.18,65.1,62.0 °F,90,NNW,2.2,2.2 mph,29.91 in,0.00 in,0.01 in,0,61.2 w/m²
17/06/2021 08:50,400.9,1,10.8,10.8,13.4,13.4,13.7,13.6,30.1,2946.8,71.31,86.18,65.2,62.2 °F,90,NNE,1.9,1.9 mph,29.90 in,0.00 in,0.01 in,1,80.3 w/m²
17/06/2021 08:55,401,1,10.3,10.3,13,13,13.2,13.2,30.1,2940,71.27,86.18,65.3,62.4 °F,90,NE,3.2,3.4 mph,29.90 in,0.00 in,0.01 in,1,87.1 w/m²
17/06/2021 09:00,400.9,1,10.7,10.7,13.7,13.7,13.9,13.7,30.09,2919.6,71.15,86.162,65.3,62.4 °F,90,NNE,2.9,3.0 mph,29.91 in,0.00 in,0.01 in,1,85.5 w/m²
17/06/2021 09:05,400.9,1,10.1,10.1,13.1,13.1,12.9,13.2,30.1,2898.8,71.01,86.18,65.4,62.3 °F,89,NNW,2.8,2.8 mph,29.91 in,0.00 in,0.01 in,1,87.1 w/m²
17/06/2021 09:10,400.9,1,9.7,9.7,12.2,12.2,12.5,12.3,30.1,2877.5,70.92,86.18,65.4,62.3 °F,89,NNW,2.7,2.8 mph,29.91 in,0.00 in,0.01 in,1,94.2 w/m²
17/06/2021 09:15,400.9,1,9.8,9.8,13,13,13.1,13.3,30.1,2865.5,70.83,86.18,65.4,62.2 °F,89,NE,3.4,3.6 mph,29.91 in,0.00 in,0.01 in,1,98.9 w/m²
17/06/2021 09:20,400.9,1,10,10,12.5,12.5,12.8,12.7,30.08,2853.4,70.78,86.144,65.5,62.4 °F,90,NE,2.9,2.9 mph,29.91 in,0.00 in,0.01 in,1,103.5 w/m²
17/06/2021 09:25,400.9,1,10.4,10.4,13.1,13.1,13.4,13.5,30.07,2840,70.7,86.126,65.5,62.4 °F,90,,2.9,3.0 mph,29.91 in,0.00 in,0.01 in,1,100.7 w/m²
17/06/2021 09:30,400.9,1,9.7,9.7,11.8,11.8,11.8,11.9,30.05,2835.4,70.65,86.09,65.8,62.6 °F,89,NNW,2.6,2.6 mph,29.92 in,0.00 in,0.01 in,1,72.2 w/m²
17/06/2021 09:35,400.9,1,9.8,9.8,12.5,12.5,12.7,12.6,30.01,2823.4,70.61,86.018,66,62.7 °F,89,NW,2.9,3.0 mph,29.92 in,0.00 in,0.01 in,0,51.1 w/m²
17/06/2021 09:40,400.9,1,9.4,9.4,11.9,11.9,11.8,11.9,30.02,2820.4,70.73,86.036,66,62.7 °F,89,NNW,3.1,3.2 mph,29.92 in,0.00 in,0.01 in,0,46.7 w/m²
17/06/2021 09:45,400.9,1,9.1,9.1,12,12,12.3,12.1,30,2815.2,70.75,86,66.2,62.9 °F,89,NW,2.6,2.6 mph,29.92 in,0.00 in,0.01 in,0,37.5 w/m²
17/06/2021 09:50,400.9,1,9.9,9.9,11.9,11.9,11.9,12.1,30.01,2793.9,70.69,86.018,65.9,62.7 °F,89,NW,3.9,4.1 mph,29.92 in,0.00 in,0.01 in,0,34.8 w/m²
17/06/2021 09:55,401,1,8.9,8.9,11.6,11.6,11.8,11.8,30,2764.3,70.55,86,65.8,62.7 °F,90,NNW,2.4,2.5 mph,29.92 in,0.00 in,0.01 in,0,31.6 w/m²
17/06/2021 10:00,400.9,1,9,9,11.5,11.5,11.5,11.6,30.01,2752.7,70.46,86.018,66,62.6 °F,89,NW,3.1,3.2 mph,29.92 in,0.00 in,0.01 in,0,44.4 w/m²
17/06/2021 10:05,400.9,1,9.4,9.4,11.7,11.7,11.9,11.7,30,2729.3,70.33,86,65.8,62.0 °F,88,NW,2.6,2.7 mph,29.92 in,0.00 in,0.01 in,1,71.9 w/m²
17/06/2021 10:10,400.9,1,9.2,9.2,11.4,11.4,11.4,11.4,30,2710.7,70.26,86,65.8,62.0 °F,88,NNW,2.8,2.9 mph,29.93 in,0.00 in,0.01 in,1,71.9 w/m²
17/06/2021 10:15,400.9,1,9.1,9.1,11.3,11.3,11.1,11.3,29.99,2688,70.17,85.982,65.8,61.9 °F,87,NNW,3.8,4.0 mph,29.93 in,0.00 in,0.01 in,0,58.8 w/m²
17/06/2021 10:20,400.9,1,9.2,9.2,11.2,11.2,11.7,11.3,30,2664.2,70.1,86,65.6,61.7 °F,87,NNW,3.5,3.7 mph,29.93 in,0.00 in,0.01 in,0,54.1 w/m²
17/06/2021 10:25,400.9,1,9.5,9.5,11.5,11.5,11.5,11.7,30,2651,70.05,86,65.5,61.7 °F,88,NNW,5.4,5.7 mph,29.93 in,0.00 in,0.01 in,0,55.6 w/m²
17/06/2021 10:30,400.9,1,9.3,9.3,11.1,11.1,11.2,11.2,29.99,2648.2,70.09,85.982,65.3,61.7 °F,88,NW,4.4,4.7 mph,29.93 in,0.00 in,0.01 in,0,56.8 w/m²
17/06/2021 10:35,400.9,1,8.5,8.5,10.9,10.9,10.9,11,30,2632.8,70.05,86,65.4,61.6 °F,88,NNW,5.7,6.0 mph,29.93 in,0.00 in,0.01 in,1,64.1 w/m²
17/06/2021 10:40,400.9,1,8.6,8.6,10.8,10.8,10.5,10.8,29.99,2607.6,69.88,85.982,65.3,61.5 °F,87,NW,4.7,5.0 mph,29.93 in,0.00 in,0.01 in,1,67.7 w/m²
