time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
17/06/2021 00:15,400.9,1,14.1,14.1,19.2,19.2,19.6,19.3,30.7,1898.8,68.93,87.26,68.4,65.2 °F,89,South,0.5,0.5 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:20,400.9,1,13,13,18,18,18.1,18.3,30.68,1933.1,68.98,87.224,68.1,64.9 °F,89,SSW,1.6,1.6 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:25,400.9,1,13.7,13.7,17.8,17.8,19.4,18.8,30.7,1982.8,69.1,87.26,68.1,65.0 °F,89,SW,0.8,0.8 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:30,400.9,1,13.2,13.2,17.6,17.6,18.2,17.9,30.7,1974.3,69.07,87.26,68,64.9 °F,90,West,1.3,1.3 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:35,400.9,1,13.4,13.4,17.4,17.4,17,17.9,30.68,1984.3,69.14,87.224,67.8,64.7 °F,90,WNW,1.5,1.5 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:40,400.9,1,13,13,16.5,16.5,17.3,17.2,30.69,2017.1,69.18,87.242,67.6,64.6 °F,90,WNW,1.4,1.4 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:45,400.9,1,13.7,13.7,18.1,18.1,18.2,18.3,30.68,2049.2,69.25,87.224,67.5,64.5 °F,90,NW,0.3,0.3 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:50,401,1,14.1,14.1,17.8,17.8,18.4,18.5,30.7,2085.9,69.45,87.26,67.2,64.2 °F,90,NW,1.2,1.2 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 00:55,400.9,1,13.2,13.2,16.8,16.8,16.7,16.9,30.7,2136.6,69.69,87.26,67.2,64.2 °F,90,NW,0.9,0.9 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:00,400.9,1,12,12,16.5,16.5,16.7,16.6,30.7,2180.8,69.79,87.26,67.2,64.2 °F,90,NW,1.8,1.8 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:05,400.9,1,11.9,11.9,16.9,16.9,17.7,17.5,30.68,2219.2,69.91,87.224,67.1,64.2 °F,90,NW,2.4,2.4 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:10,400.9,1,12,12,15.3,15.3,15.8,15.7,30.66,2245.2,69.96,87.188,67.1,64.2 °F,90,NW,1.4,1.4 mph,29.92 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:15,400.9,1,12.8,12.8,17.5,17.5,18.3,18.4,30.62,2273,69.97,87.116,67.1,64.3 °F,91,NW,2,2.0 mph,29.91 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:20,400.9,1,12,12,15.7,15.7,16.1,16.2,30.6,2311,70.07,87.08,67.1,64.2 °F,90,NW,2,2.0 mph,29.91 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:25,400.9,1,12.5,12.5,15.4,15.4,16,15.8,30.61,2340.5,70.16,87.098,67.1,64.2 °F,90,NW,2.8,2.8 mph,29.91 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:30,400.9,1,12.5,12.5,17.7,17.7,18.2,18.4,30.61,2378.1,70.3,87.098,67,64.1 °F,91,NNW,2.6,2.6 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:35,400.9,1,12.4,12.4,15.8,15.8,16.1,16,30.61,2404.5,70.43,87.098,66.9,64.0 °F,91,NNW,0.2,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:40,400.9,1,11.9,11.9,15.4,15.4,15.6,15.7,30.61,2418.4,70.47,87.098,66.9,64.0 °F,91,NNW,0.9,0.9 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:45,400.9,1,12.1,12.1,15.7,15.7,15.8,16,30.6,2445.8,70.57,87.08,66.9,64.0 °F,91,NNW,0.9,0.9 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:50,401,1,11.7,11.7,15.9,15.9,16.3,16.1,30.61,2489.1,70.73,87.098,66.8,63.9 °F,91,NNW,1.1,1.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 01:55,400.9,1,11.5,11.5,15,15,15.8,15.7,30.6,2513.7,70.96,87.08,66.7,63.8 °F,91,NNW,0.7,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:00,400.9,1,12,12,16.3,16.3,16.6,16.7,30.58,2520.6,71.43,87.044,66.8,63.9 °F,91,NNW,1.1,1.1 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:05,400.9,1,12.4,12.4,16.3,16.3,16.1,16.3,30.61,2523.3,71.68,87.098,66.9,64.0 °F,91,NNW,0.7,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:10,400.9,1,12,12,15.7,15.7,16,16.1,30.6,2538.1,71.8,87.08,66.9,64.0 °F,91,NNW,0,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:15,400.9,1,11.4,11.4,15.3,15.3,16,15.9,30.6,2579.8,71.9,87.08,66.9,64.0 °F,91,NNW,0,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:20,400.9,1,11.9,11.9,16,16,16.7,16.4,30.52,2615.9,71.95,86.936,66.9,64.0 °F,91,NNW,0.4,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:25,400.9,1,11.4,11.4,15,15,16.2,15.9,30.52,2649.9,72.15,86.936,66.9,64.0 °F,91,NNW,1,1.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:30,400.9,1,12.1,12.1,15.9,15.9,15.7,16.2,30.51,2692.8,72.3,86.918,66.9,64.1 °F,91,NNW,0.5,0.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:35,400.9,1,11.3,11.3,14.5,14.5,14.6,14.7,30.51,2728.9,72.5,86.918,67.1,64.4 °F,91,NNW,0.6,0.6 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:40,400.9,1,11.1,11.1,14.8,14.8,15.1,15,30.5,2755.2,72.66,86.9,67.1,64.2 °F,90,NNW,2,2.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:45,400.9,1,11.6,11.6,15,15,15.6,15.6,30.5,2788.2,72.87,86.9,67.2,64.2 °F,90,NNW,0.4,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:50,401,1,10.8,10.8,15.1,15.1,15.4,15.4,30.5,2786.3,72.98,86.9,67.2,64.3 °F,91,NNW,0.7,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 02:55,400.9,1,11.6,11.6,15.3,15.3,15.7,15.7,30.5,2793.4,73.18,86.9,67.2,64.2 °F,90,NNW,0.5,0.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:00,400.9,1,11.3,11.3,14.9,14.9,15.1,15,30.5,2813.4,73.36,86.9,67.2,64.3 °F,90,NNW,1.5,1.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:05,400.9,1,10.6,10.6,14.1,14.1,14.2,14.3,30.5,2842.6,73.58,86.9,67.3,64.3 °F,90,NNW,0.3,0.3 mph,29.89 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:10,400.9,1,11.2,11.2,15.2,15.2,15.7,15.7,30.5,2879.5,73.77,86.9,67.2,64.2 °F,90,NNW,0.2,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:15,400.9,1,12,12,15.2,15.2,15.7,15.5,30.5,2915.9,73.92,86.9,67.3,64.3 °F,90,NNW,1.2,1.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:20,400.9,1,11.2,11.2,14.6,14.6,14.2,14.7,30.45,2934.9,73.87,86.81,67.4,64.4 °F,90,NNW,0.4,0.4 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:25,400.9,1,10.9,10.9,14.2,14.2,14.9,14.6,30.44,2960.4,73.85,86.792,67.4,64.4 °F,90,NNW,0,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:30,400.9,1,11.2,11.2,14.7,14.7,14.4,14.9,30.45,2985.1,73.88,86.81,67.4,64.4 °F,90,NNW,0.2,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m²
17/06/2021 03:35,400.9,1,10,10,13,13,13.5,13,30.41,3003.4,73.82,86.738,67.2,64.2 °F,90,NNW,1.5,1.5 mph,29.90 in,0.09 in,0.01 in,0,0 w/m²
17/06/2021 03:40,400.9,1,10.9,10.9,14.9,14.9,15,15.2,30.4,3015.3,73.81,86.72,67.2,64.4 °F,91,NNW,1.8,1.8 mph,29.89 in,0.09 in,0.01 in,0,0 w/m²
17/06/2021 03:45,400.9,1,10.6,10.6,13.7,13.7,14.1,14.1,30.41,3015.8,73.8,86.738,67.1,64.4 °F,91,NNW,3.1,3.2 mph,29.89 in,0.09 in,0.01 in,0,0 w/m²
17/06/2021 03:50,400.9,1,10.8,10.8,14.1,14.1,14.6,14.6,30.4,3010.6,73.68,86.72,67.1,64.2 °F,90,NNW,2.1,2.1 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 03:55,401,1,10.5,10.5,14.2,14.2,14.3,14.3,30.41,3013.1,73.65,86.738,67.2,64.2 °F,90,NNW,2.3,2.3 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:00,400.9,1,10.6,10.6,14,14,14.1,14.2,30.4,3018.2,73.61,86.72,67.2,64.2 °F,90,NNW,2,2.0 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:05,400.9,1,10.3,10.3,13,13,13.2,13.2,30.4,3022.4,73.68,86.72,67.2,64.2 °F,90,NNW,1.5,1.5 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:10,400.9,1,10.2,10.2,13.3,13.3,13.7,13.5,30.4,3037,73.62,86.72,67.2,64.2 °F,90,NNW,2.1,2.1 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:15,400.9,1,10.3,10.3,13.7,13.7,13.8,13.7,30.39,3049.8,73.65,86.702,67.2,64.2 °F,90,NNW,0.9,0.9 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:20,400.9,0.9,10.4,10.4,13.1,13.1,13.6,13.5,30.39,3064.4,73.64,86.702,67.2,64.4 °F,91,NNW,0.8,0.8 mph,29.88 in,0.00 in,0.01 in,0,0 w/m²
17/06/2021 04:25,400.9,1,10.2,10.2,13.2,13.2,13.5,13.5,30.35,3079.2,73.58,86.63,67.2,64.4 °F,91,NNW,0.8,0.8 mph,29.89 in,0.00 in,0.01 in,0,0.4 w/m²
17/06/2021 04:30,400.9,1,10.2,10.2,13.2,13.2,13.5,13.4,30.35,3081.9,73.5,86.63,67.1,64.3 °F,91,NNW,1.8,1.8 mph,29.89 in,0.00 in,0.01 in,0,0.5 w/m²
17/06/2021 04:35,400.9,1,9.9,9.9,13.5,13.5,13.7,13.9,30.39,3084.3,73.48,86.702,67.1,64.2 °F,90,NNW,0.1,0.1 mph,29.88 in,0.00 in,0.01 in,0,0.4 w/m²
17/06/2021 04:40,400.9,1,10.2,10.2,13,13,13.2,13.2,30.39,3094,73.37,86.702,67.1,64.2 °F,90,NNW,0,0.0 mph,29.88 in,0.00 in,0.01 in,0,0.4 w/m²
17/06/2021 04:45,400.9,1,10.2,10.2,13,13,12.8,13,30.38,3104.4,73.31,86.684,67.2,64.2 °F,90,NNW,0.9,0.9 mph,29.88 in,0.00 in,0.01 in,0,0.7 w/m²
17/06/2021 04:50,400.9,1,9.7,9.7,12.4,12.4,12.5,12.5,30.35,3108.5,73.25,86.63,67.2,64.2 °F,90,NNW,1.1,1.1 mph,29.88 in,0.00 in,0.01 in,0,0.9 w/m²
17/06/2021 04:55,401,1,10,10,12.4,12.4,12.6,12.8,30.33,3112.9,73.23,86.594,67.2,64.2 °F,90,NNW,0.4,0.4 mph,29.89 in,0.00 in,0.01 in,0,2 w/m²
17/06/2021 05:00,400.9,1,10.2,10.2,13.1,13.1,13.5,13.4,30.34,3127,73.28,86.612,67.2,64.1 °F,90,NNW,1.4,1.4 mph,29.89 in,0.00 in,0.01 in,0,2.4 w/m²
17/06/2021 05:05,400.9,1,10.3,10.3,13.3,13.3,13.5,13.4,30.32,3136.3,73.32,86.576,67.2,64.0 °F,89,NNW,1.1,1.1 mph,29.88 in,0.00 in,0.01 in,0,2.6 w/m²
17/06/2021 05:10,400.9,1,10.2,10.2,13.7,13.7,14.1,13.7,30.3,3153.5,73.38,86.54,67.2,64.0 °F,89,NNW,0.2,0.2 mph,29.88 in,0.00 in,0.01 in,0,3.8 w/m²
17/06/2021 05:15,400.9,1,10.2,10.2,13.2,13.2,13.3,13.8,30.3,3150.9,73.38,86.54,67.3,64.2 °F,90,NNW,0.8,0.8 mph,29.87 in,0.00 in,0.01 in,0,4.2 w/m²
17/06/2021 05:20,400.9,1,9.5,9.5,12,12,12.3,12.3,30.3,3158.4,73.43,86.54,67.2,64.0 °F,89,NNW,0.2,0.2 mph,29.88 in,0.00 in,0.01 in,0,4.6 w/m²
17/06/2021 05:25,400.9,1,9.5,9.5,12.9,12.9,13.3,13.1,30.3,3167,73.48,86.54,67.3,64.2 °F,89,NNW,0.4,0.4 mph,29.88 in,0.00 in,0.01 in,0,5.7 w/m²
17/06/2021 05:30,400.9,1,10.6,10.6,13.2,13.2,13.3,13.4,30.31,3169.8,73.5,86.558,67.4,64.3 °F,90,NNW,0.2,0.2 mph,29.88 in,0.00 in,0.01 in,0,5.8 w/m²
17/06/2021 05:35,400.9,1,10.4,10.4,13,13,13.7,13.5,30.3,3185.6,73.51,86.54,67.4,64.4 °F,90,NNW,0.2,0.2 mph,29.88 in,0.00 in,0.01 in,0,6.2 w/m²
17/06/2021 05:40,400.9,1,10.3,10.3,13.1,13.1,13.2,13.5,30.3,3195.7,73.48,86.54,67.4,64.4 °F,90,NNW,0.8,0.8 mph,29.88 in,0.00 in,0.01 in,0,6.2 w/m²
17/06/2021 05:45,400.9,1,10.4,10.4,12.8,12.8,13,12.9,30.3,3200.7,73.43,86.54,67.3,64.3 °F,90,NNW,1.6,1.6 mph,29.89 in,0.00 in,0.01 in,0,8.6 w/m²
17/06/2021 05:50,401,1,10.4,10.4,13,13,13.2,13.1,30.3,3212.9,73.4,86.54,67.2,64.3 °F,90,NNW,1.8,1.8 mph,29.89 in,0.00 in,0.01 in,0,9.6 w/m²
17/06/2021 05:55,400.9,1,9.6,9.6,12.2,12.2,12.4,12.7,30.3,3224.2,73.31,86.54,67.4,64.5 °F,91,NNW,1,1.0 mph,29.89 in,0.00 in,0.01 in,0,9.4 w/m²
17/06/2021 06:00,400.9,1,9.4,9.4,12.3,12.3,12.5,12.4,30.3,3240,73.27,86.54,67.4,64.5 °F,91,NNW,0.6,0.6 mph,29.89 in,0.00 in,0.01 in,0,7.3 w/m²
17/06/2021 06:05,400.9,1,10.3,10.3,12.8,12.8,13.1,13,30.29,3244.1,73.18,86.522,67.4,64.5 °F,91,NNW,0.7,0.7 mph,29.89 in,0.00 in,0.01 in,0,8.1 w/m²
17/06/2021 06:10,400.9,1,9.9,9.9,12.7,12.7,12.7,12.8,30.29,3265.9,73.11,86.522,67.2,64.4 °F,91,NNW,0.8,0.8 mph,29.89 in,0.00 in,0.01 in,0,7.1 w/m²
17/06/2021 06:15,400.9,1,9.8,9.8,12.8,12.8,12.7,12.9,30.3,3279.5,73.07,86.54,67.1,64.5 °F,91,NNW,1.8,1.8 mph,29.90 in,0.00 in,0.01 in,0,7.9 w/m²
17/06/2021 06:20,400.9,1,9.7,9.7,12.3,12.3,12.3,12.4,30.28,3283.2,73.01,86.504,67,64.1 °F,91,NNW,3,3.1 mph,29.90 in,0.00 in,0.01 in,0,10.3 w/m²
17/06/2021 06:25,400.9,1,8.9,8.9,11.3,11.3,11.5,11.5,30.3,3279.5,73,86.54,66.9,64.0 °F,91,NNW,1.8,1.8 mph,29.89 in,0.00 in,0.01 in,0,12.6 w/m²
17/06/2021 06:30,400.9,1,8.9,8.9,12.2,12.2,12.5,12.2,30.27,3285,72.94,86.486,66.9,64.0 °F,91,NW,1.2,1.2 mph,29.89 in,0.00 in,0.01 in,0,15.4 w/m²
17/06/2021 06:35,400.9,1,9.6,9.6,12.4,12.4,12.4,12.4,30.27,3283.3,72.9,86.486,67,64.1 °F,91,NW,1.8,1.8 mph,29.89 in,0.00 in,0.01 in,0,26.3 w/m²
17/06/2021 06:40,400.9,1,9.5,9.5,12,12,11.9,12,30.22,3286.9,72.81,86.396,66.9,64.0 °F,91,NW,1.7,1.7 mph,29.89 in,0.00 in,0.01 in,0,32.5 w/m²
17/06/2021 06:45,400.9,1,9.1,9.1,12,12,12.1,12,30.21,3286.5,72.77,86.378,66.9,64.0 °F,91,NW,1,1.0 mph,29.90 in,0.00 in,0.01 in,0,33.5 w/m²
17/06/2021 06:50,401,1,10.3,10.3,12.7,12.7,13,13,30.2,3288.7,72.8,86.36,67,64.2 °F,91,NW,1.3,1.3 mph,29.90 in,0.00 in,0.01 in,0,34.4 w/m²
17/06/2021 06:55,400.9,1,9.8,9.8,12.6,12.6,12.8,12.6,30.2,3287.2,72.82,86.36,67.1,64.2 °F,90,NW,0.3,0.3 mph,29.90 in,0.00 in,0.01 in,0,31.8 w/m²
17/06/2021 07:00,400.9,1,9.6,9.6,12.5,12.5,12.7,12.8,30.2,3282.3,72.9,86.36,67.2,64.2 °F,90,NW,1.5,1.5 mph,29.90 in,0.00 in,0.01 in,0,26.8 w/m²
17/06/2021 07:05,400.9,1,9.6,9.6,13,13,13.3,13.3,30.2,3281.4,72.99,86.36,67.1,64.2 °F,90,NNW,2.4,2.5 mph,29.90 in,0.00 in,0.01 in,0,28 w/m²
17/06/2021 07:10,400.9,1,9.4,9.4,11.7,11.7,12.1,12.1,30.2,3294.4,73.07,86.36,67.1,64.2 °F,90,NNW,1.9,1.9 mph,29.90 in,0.00 in,0.01 in,0,18.4 w/m²
17/06/2021 07:15,400.9,1,10.1,10.1,12.7,12.7,13.6,13.6,30.2,3288.1,73.03,86.36,67.1,64.2 °F,90,NNW,2.4,2.4 mph,29.90 in,0.00 in,0.01 in,0,19.2 w/m²
