time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,deltatemp
24/06/2021 22:25,400.9,1,136.4,205.5,213.3,321,228.2,343.3,28.12,4668.3,79.96,82.616,66.1,58.0 °F,75,SSW,0.8,0.8 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.516
24/06/2021 22:30,400.9,1,135.3,203.9,209.3,315,222.7,335.1,28.12,4677.7,79.76,82.616,66.3,58.2 °F,75,SSW,0.9,0.9 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.316
24/06/2021 22:35,400.9,1,132.4,199.5,208.1,313.2,223.4,336,28.14,4669.9,79.56,82.652,66.4,58.3 °F,75,SW,1.4,1.4 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.252
24/06/2021 22:40,400.9,1,130.3,196.7,200,301.2,213.2,321,28.11,4674.6,79.37,82.598,66.5,58.4 °F,75,SW,1.6,1.7 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.098
24/06/2021 22:45,400.9,1,128.2,193.5,199.5,300.3,213.3,321,28.1,4679.6,79.19,82.58,66.5,58.4 °F,75,South,2.7,2.8 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.08
24/06/2021 22:50,400.9,1,125.1,188.8,192.2,289.8,207.4,312.4,28.1,4660.4,78.98,82.58,66.5,58.4 °F,75,South,1.9,1.9 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.08
24/06/2021 22:55,401,1,120.9,182.2,185.8,279.6,197.5,297.4,28.1,4628.6,78.76,82.58,66.3,58.3 °F,75,SSW,1.7,1.7 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.28
24/06/2021 23:00,400.9,1,117.3,176.9,177,266.5,190.3,286.4,28.1,4569.1,78.41,82.58,66.3,58.3 °F,75,SW,1.7,1.8 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.28
24/06/2021 23:05,400.9,1,112.7,170.1,173.4,261.1,184.4,277.5,28.1,4477.3,78.05,82.58,66.3,58.4 °F,76,SW,1.8,1.8 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,16.28
24/06/2021 23:10,400.9,1,108.5,163.9,167.1,252,177.3,267.3,28.08,4421.3,77.71,82.544,66.2,58.2 °F,76,WSW,1.8,1.9 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.344
24/06/2021 23:15,400.9,1,105.4,159.1,160.5,242,168.1,253.4,28.07,4368.3,77.33,82.526,66.2,58.3 °F,76,SSW,1.6,1.7 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²,16.326
24/06/2021 23:20,400.9,1,102.2,154.5,154.7,233.3,164.9,248.3,28.03,4280.1,76.88,82.454,66.1,58.2 °F,76,SW,2.7,2.8 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,16.354
24/06/2021 23:25,400.9,1,98,148.2,148.4,223.9,155.9,235.2,28,4198.6,76.56,82.4,65.9,58.2 °F,76,SSW,3.2,3.4 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,16.5
24/06/2021 23:30,400.9,1,95,143.7,143.4,216.1,150.7,227.3,28,4166.1,76.39,82.4,65.6,58.2 °F,77,SSW,2.2,2.3 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,16.8
24/06/2021 23:35,400.9,1,93,140.7,141,212.5,148,223.2,28,4139.4,76.27,82.4,65.3,58.1 °F,77,SSW,2.9,3.1 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.1
24/06/2021 23:40,400.9,1,87.2,132,134.1,202.3,141.3,213.2,28,4093.4,76.04,82.4,65.3,58.2 °F,78,South,1.2,1.2 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.1
24/06/2021 23:45,400.9,1,86.1,130.1,130.8,197.4,138.8,209.4,28,4038.8,75.76,82.4,65.1,58.0 °F,78,SSW,2.1,2.2 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.3
24/06/2021 23:50,400.9,1,82.3,124.6,125,188.5,133.2,200.9,28,3993.5,75.52,82.4,65,58.3 °F,79,SW,1.8,1.8 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.4
24/06/2021 23:55,401,1,79.2,120.2,121,182.8,128.5,193.9,28,3960,75.36,82.4,64.9,58.3 °F,80,North,1.8,1.8 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.5
25/06/2021 00:00,400.9,1,76.9,116.7,115.6,174.9,121.3,183.5,28.01,3940.7,75.22,82.418,64.7,58.1 °F,79,SSW,1.8,1.8 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,17.718
25/06/2021 00:05,400.9,1,75.9,115,114.8,173.3,121.8,184.1,28.03,3928.1,75.2,82.454,64.7,58.2 °F,80,SSW,2.6,2.7 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.754
25/06/2021 00:10,400.9,1,74.8,113,113.4,171.1,119.6,180.6,28.03,3920.2,75.18,82.454,64.7,58.2 °F,80,SSW,2.6,2.7 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,17.754
25/06/2021 00:15,400.9,1,71.6,108.5,108.1,163.4,115.7,174.4,28.07,3899,75.16,82.526,64.4,58.0 °F,80,SW,1.8,1.9 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.126
25/06/2021 00:20,400.9,1,71.4,107.9,107,161.5,112.5,170.1,28.04,3881.9,75.01,82.472,64.3,58.1 °F,81,South,2.1,2.1 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.172
25/06/2021 00:25,400.9,1,68.9,104.8,103.6,156.7,108.2,163.7,28.09,3849.2,74.82,82.562,64,58.1 °F,81,SSW,1.8,1.8 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.562
25/06/2021 00:30,400.9,1,67.5,102.4,99.5,150.3,105.4,159.2,28.04,3824,74.63,82.472,64,58.1 °F,81,South,1.5,1.5 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.472
25/06/2021 00:35,400.9,1,64.8,98.2,97.2,147.1,102.7,155.1,28.06,3791.3,74.51,82.508,64,58.1 °F,81,South,2.2,2.2 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,18.508
25/06/2021 00:40,400.9,1,63,95.7,92.6,140.2,98.1,148.3,28.02,3745,74.28,82.436,64,58.2 °F,82,SSW,1.7,1.7 mph,30.20 in,0.00 in,0.00 in,0,0 w/m²,18.436
25/06/2021 00:45,400.9,1,61,92.5,91.3,137.9,97.1,146.7,28.02,3723.5,74.11,82.436,63.8,58.1 °F,82,SSW,1.4,1.4 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.636
25/06/2021 00:50,401,1,59.3,90.3,88.1,133.5,91.9,139,28.01,3705.7,73.96,82.418,63.8,58.1 °F,82,SSW,1.6,1.6 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.618
25/06/2021 00:55,400.9,1,57.9,87.9,87.9,133.2,91.9,138.9,28.01,3680.3,73.82,82.418,63.8,58.1 °F,82,South,2,2.0 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.618
25/06/2021 01:00,400.9,1,54.1,82.5,83,126.1,88.8,134.2,28,3641.5,73.7,82.4,63.8,58.4 °F,83,South,1.6,1.6 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.6
25/06/2021 01:05,400.9,1,54.2,82.4,80.9,122.6,85.3,128.8,28,3613.6,73.54,82.4,63.8,58.4 °F,83,South,1.8,1.8 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.6
25/06/2021 01:10,400.9,1,51.5,78.7,78,118.3,82.1,124.1,28,3585.5,73.39,82.4,63.8,58.4 °F,83,SSW,2.2,2.2 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,18.6
25/06/2021 01:15,400.9,1,51.3,77.9,76.6,116,79.5,119,28,3548.9,73.25,82.4,63.7,58.5 °F,83,SW,1.4,1.4 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.7
25/06/2021 01:20,400.9,1,50.5,76.7,74,112,78.7,117.6,28,3516.7,73.12,82.4,63.6,58.2 °F,83,SSW,2,2.0 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²,18.8
25/06/2021 01:25,400.9,1,48.9,74.3,73.6,111.7,78,114.8,28,3507,73.11,82.4,63.6,58.1 °F,82,South,1.3,1.3 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.8
25/06/2021 01:30,400.9,1,49.3,75,72.1,109.4,77.1,113,28,3504,73.11,82.4,63.6,57.9 °F,82,SW,2.4,2.4 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,18.8
25/06/2021 01:35,400.9,1,46.5,70.7,69.3,105.2,76.6,111.2,28,3501.3,73.03,82.4,63.5,57.9 °F,82,SSW,1.4,1.4 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.9
25/06/2021 01:40,400.9,1,44.4,67.9,66.4,100.9,74.6,106,28,3500.1,72.96,82.4,63.5,57.7 °F,81,SSW,2.1,2.1 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.9
25/06/2021 01:45,400.9,1,44.4,67.5,68.4,103.5,76,109.5,28,3484.2,72.83,82.4,63.5,57.7 °F,81,SSW,3.3,3.4 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,18.9
25/06/2021 01:50,400.9,1,43.3,66.2,63.5,96.5,73.2,102.1,28,3463.3,72.68,82.4,63.4,57.5 °F,81,SW,1.4,1.4 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,19
25/06/2021 01:55,401,1,40.9,62.8,61.7,93.9,71.5,97.3,28,3440,72.57,82.4,63.2,57.3 °F,81,WSW,1.2,1.2 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,19.2
25/06/2021 02:00,400.9,1,39.9,61.1,59.7,91,70.6,95.5,28,3405.3,72.5,82.4,63.1,57.2 °F,81,SSW,2.4,2.5 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,19.3
25/06/2021 02:05,400.9,1,38.9,59.5,57.4,87.4,69.1,91.2,28,3380.9,72.5,82.4,62.9,57.1 °F,82,SSW,0.8,0.8 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,19.5
25/06/2021 02:10,400.9,0.9,38.2,58.3,55.5,84.7,67.9,88.9,28,3378.5,72.5,82.4,62.7,56.8 °F,81,WSW,2.2,2.2 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²,19.7
25/06/2021 02:15,400.9,1,37.9,57.9,55.6,84.3,67.3,87,27.99,3346.8,72.5,82.382,62.7,56.3 °F,80,SSE,1.5,1.5 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,19.682
25/06/2021 02:20,400.9,1,36.4,55.8,54.5,82.2,66.7,85.2,28,3333.1,72.5,82.4,62.4,55.1 °F,77,WNW,1.7,1.7 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20
25/06/2021 02:25,400.9,1,35.4,54.4,53.8,81.3,65.9,84.5,27.99,3349.8,72.5,82.382,62.2,54.4 °F,75,West,1.6,1.6 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.182
25/06/2021 02:30,400.9,1,36.4,55.8,54,81.3,66.1,84.1,28,3366.8,72.76,82.4,62,54.1 °F,75,SSW,1.7,1.7 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.4
25/06/2021 02:35,400.9,1,35.6,54.1,53.4,80.7,65.6,83.1,28,3391.4,73.01,82.4,62,53.6 °F,74,South,1.8,1.9 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.4
25/06/2021 02:40,400.9,1,34.6,52.9,52.2,77.7,64.5,81.3,28,3408.8,73.12,82.4,61.9,53.0 °F,73,WSW,2.1,2.2 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.5
25/06/2021 02:45,400.9,1,35.2,53.4,52.2,77.3,63.5,78.5,28.01,3421.8,73.29,82.418,61.7,52.5 °F,71,WSW,1.9,1.9 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.718
25/06/2021 02:50,401,1,34.4,51.8,51.9,76.8,63.6,79.3,28.01,3436.9,73.39,82.418,61.5,51.9 °F,71,South,1.5,1.5 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,20.918
25/06/2021 02:55,400.9,1,34.3,51.7,51.6,76.3,63.4,78.4,28.01,3436.6,73.4,82.418,61.3,51.1 °F,69,South,1.2,1.2 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,21.118
25/06/2021 03:00,400.9,1,33.8,50.3,50.3,72.7,61.5,74.6,28.01,3459.2,73.36,82.418,61.1,50.7 °F,69,SSW,1.6,1.7 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,21.318
25/06/2021 03:05,400.9,1,33.8,50.3,51.1,75.1,63.2,77.4,28,3474.3,73.31,82.4,60.8,50.4 °F,69,West,1.1,1.1 mph,30.17 in,0.00 in,0.00 in,0,0 w/m²,21.6
25/06/2021 03:10,400.9,1,32.8,47.8,49.1,69.6,60.3,71.6,27.99,3479,73.36,82.382,60.6,50.1 °F,68,NNW,0.8,0.8 mph,30.16 in,0.00 in,0.00 in,0,0 w/m²,21.782
25/06/2021 03:15,400.9,1,33.2,48.3,49.6,70.5,60.9,73.1,27.98,3490.5,73.42,82.364,60.3,49.9 °F,69,West,2.5,2.5 mph,30.16 in,0.09 in,0.01 in,0,0 w/m²,22.064
25/06/2021 03:20,400.9,1,33,47.9,49.3,69.8,60,71.2,27.91,3501.4,73.44,82.238,60,50.5 °F,71,SW,1.3,1.3 mph,30.16 in,0.09 in,0.01 in,0,0 w/m²,22.238
25/06/2021 03:25,400.9,1,32.6,46.1,48.1,66.7,58.7,68.9,27.92,3516.7,73.52,82.256,59.7,50.7 °F,72,SSW,0.7,0.7 mph,30.15 in,0.09 in,0.01 in,0,0 w/m²,22.556
25/06/2021 03:30,400.9,1,32.3,45.7,48.2,66.5,58.8,68.9,27.9,3512.9,73.53,82.22,59.4,50.6 °F,73,South,0.4,0.4 mph,30.16 in,0.00 in,0.01 in,0,0 w/m²,22.82
25/06/2021 03:35,400.9,1,31.5,43.6,46.9,63.2,56.5,64.8,27.9,3509.7,73.51,82.22,59.1,50.3 °F,73,South,0.6,0.6 mph,30.16 in,0.00 in,0.01 in,0,0 w/m²,23.12
25/06/2021 03:40,400.9,1,30.8,42.6,46.7,63.5,56.7,65.3,27.84,3498.5,73.44,82.112,59.1,50.5 °F,74,SW,0.2,0.2 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,23.012
25/06/2021 03:45,400.9,1,30.7,42,45.6,60.7,55.6,62.9,27.8,3481.3,73.3,82.04,59,50.2 °F,73,NW,1,1.0 mph,30.16 in,0.00 in,0.01 in,0,0 w/m²,23.04
25/06/2021 03:50,401,1,30.9,42,45.5,60,54.7,61.3,27.81,3456.3,73.28,82.058,58.8,50.3 °F,74,NW,0.3,0.3 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,23.258
25/06/2021 03:55,400.9,1,30.3,39.8,44.8,58.5,53.8,60.1,27.8,3424.6,73.21,82.04,58.8,50.2 °F,73,NE,1,1.0 mph,30.16 in,0.00 in,0.01 in,0,0 w/m²,23.24
25/06/2021 04:00,400.9,1,29.6,39,44.3,56.7,53.6,59.2,27.79,3400.6,73.25,82.022,59,50.1 °F,73,SW,1.3,1.3 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,23.022
25/06/2021 04:05,400.9,1,29.2,38,43.6,55.3,52.2,56.9,27.71,3363.3,73.21,81.878,59,49.7 °F,72,WSW,1.5,1.5 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,22.878
25/06/2021 04:10,400.9,1,29,37.8,43.4,55,52,56.8,27.71,3330.6,73.26,81.878,59,49.7 °F,71,SW,0.9,0.9 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,22.878
25/06/2021 04:15,400.9,1,29.1,37.8,42.9,53.7,51.2,55.7,27.71,3321.5,73.45,81.878,59,49.1 °F,70,SW,1.6,1.6 mph,30.15 in,0.00 in,0.01 in,0,0 w/m²,22.878
25/06/2021 04:20,400.9,1,27.9,35.7,42,51.6,49.7,52.9,27.75,3323.3,73.85,81.95,59,49.3 °F,71,SW,0.8,0.8 mph,30.15 in,0.00 in,0.01 in,0,0.3 w/m²,22.95
25/06/2021 04:25,400.9,1,28,35.1,42.2,52.5,50,53.7,27.77,3325.3,74.06,81.986,59.1,49.3 °F,70,SW,1.5,1.5 mph,30.14 in,0.00 in,0.01 in,0,0.6 w/m²,22.886
25/06/2021 04:30,400.9,1,27.9,35.1,41.6,50.9,49.8,53,27.8,3316.1,74.12,82.04,59,49.2 °F,70,SW,2,2.1 mph,30.15 in,0.00 in,0.01 in,0,1 w/m²,23.04
25/06/2021 04:35,400.9,1,26.5,32.4,39.9,48.1,47.3,49.3,27.8,3303.5,74.22,82.04,59,49.1 °F,70,SSW,1.9,1.9 mph,30.15 in,0.00 in,0.01 in,0,1.5 w/m²,23.04
25/06/2021 04:40,400.9,1,26.9,32.8,39.6,47,47,48.7,27.78,3296.3,74.2,82.004,59.1,49.3 °F,70,South,1.6,1.6 mph,30.14 in,0.00 in,0.01 in,0,1.9 w/m²,22.904
25/06/2021 04:45,400.9,1,26.5,31.9,39.1,46.4,46.8,48.6,27.75,3280.2,74.09,81.95,59,49.0 °F,70,SW,2.5,2.6 mph,30.14 in,0.00 in,0.01 in,0,2.5 w/m²,22.95
25/06/2021 04:50,401,1,26.1,30.9,39,45.9,46.3,47.6,27.71,3260.6,74,81.878,58.8,48.8 °F,70,SW,1.5,1.5 mph,30.14 in,0.00 in,0.01 in,0,3.5 w/m²,23.078
25/06/2021 04:55,400.9,1,25.6,30.3,38.1,44.2,44.3,45.1,27.7,3232.7,73.91,81.86,58.9,49.0 °F,70,SW,1.8,1.8 mph,30.15 in,0.00 in,0.01 in,0,4.3 w/m²,22.96
25/06/2021 05:00,400.9,1,25.4,29.7,37.7,43.1,43.9,44.3,27.7,3227.2,73.9,81.86,58.6,48.7 °F,70,SW,2,2.0 mph,30.14 in,0.00 in,0.01 in,0,4.8 w/m²,23.26
25/06/2021 05:05,400.9,1,25.6,30.2,37.2,42.8,43.3,43.7,27.7,3211.7,73.86,81.86,58.6,48.9 °F,70,SW,1.3,1.3 mph,30.14 in,0.00 in,0.01 in,0,6.2 w/m²,23.26
25/06/2021 05:10,400.9,1,24.3,28,35.9,40.3,41.4,41.4,27.7,3176.6,73.7,81.86,58.6,49.1 °F,71,South,1,1.0 mph,30.14 in,0.00 in,0.01 in,0,8.5 w/m²,23.26
25/06/2021 05:15,400.9,1,24,27.6,36.7,41.7,42.9,43.2,27.69,3147.7,73.64,81.842,58.6,49.6 °F,72,SSW,1,1.0 mph,30.14 in,0.00 in,0.01 in,0,11.5 w/m²,23.242
25/06/2021 05:20,400.9,1,23.8,27,34.7,38.2,40.1,40.1,27.7,3112.9,73.44,81.86,58.6,49.7 °F,72,SSW,1.3,1.4 mph,30.14 in,0.00 in,0.01 in,0,12 w/m²,23.26
25/06/2021 05:25,400.9,1,22.8,25.7,34,37.2,37.7,37.7,27.67,3074.6,73.24,81.806,58.5,49.7 °F,73,SSW,0.3,0.3 mph,30.14 in,0.00 in,0.01 in,0,12.7 w/m²,23.306
25/06/2021 05:30,400.9,1,22.5,25.2,32.5,34.8,36.2,36.2,27.65,3064.8,73.15,81.77,58.5,49.7 °F,73,SSW,1.3,1.3 mph,30.14 in,0.00 in,0.01 in,0,12.8 w/m²,23.27
25/06/2021 05:35,400.9,1,22.4,24.6,32.7,35,36.7,36.7,27.63,3048,73.04,81.734,58.6,49.9 °F,73,South,1.7,1.7 mph,30.14 in,0.00 in,0.01 in,0,18.8 w/m²,23.134
25/06/2021 05:40,400.9,1,22.5,24.7,33.2,35.4,36.4,36.4,27.63,3039.4,72.98,81.734,58.6,49.8 °F,73,South,2.8,2.8 mph,30.14 in,0.00 in,0.01 in,0,23.2 w/m²,23.134
25/06/2021 05:45,400.9,1,21.6,23.3,32.1,33.7,35,35,27.61,3025.9,72.85,81.698,58.6,50.2 °F,74,SW,1.3,1.3 mph,30.13 in,0.00 in,0.01 in,0,27.7 w/m²,23.098
25/06/2021 05:50,401,1,21.8,23.5,32.4,34.6,35.4,35.4,27.61,3007.4,72.83,81.698,58.6,50.3 °F,74,SSW,1.6,1.6 mph,30.14 in,0.00 in,0.01 in,0,25.9 w/m²,23.098
25/06/2021 05:55,400.9,1,20.9,22.3,30.7,31.7,32,32,27.61,3005.1,72.74,81.698,58.6,50.7 °F,75,SSW,2,2.0 mph,30.14 in,0.00 in,0.01 in,0,22 w/m²,23.098
25/06/2021 06:00,400.9,1,21,22.2,31.3,32.8,34.2,34.2,27.6,3011.8,72.78,81.68,58.6,50.7 °F,75,South,1.5,1.5 mph,30.14 in,0.00 in,0.01 in,0,25.2 w/m²,23.08
25/06/2021 06:05,400.9,1,21,21.9,31,32,33.1,33.1,27.62,3009.1,72.74,81.716,58.7,50.8 °F,75,South,1.4,1.4 mph,30.14 in,0.00 in,0.01 in,0,25.2 w/m²,23.016
25/06/2021 06:10,400.9,1,19.8,20.5,28.8,29.4,30.6,30.6,27.61,2991.4,72.54,81.698,58.6,50.9 °F,76,SW,1.4,1.4 mph,30.14 in,0.00 in,0.01 in,0,26.9 w/m²,23.098
25/06/2021 06:15,400.9,1,20.1,20.8,29.6,30,30.8,30.8,27.6,2977.3,72.36,81.68,58.6,51.3 °F,77,South,2,2.0 mph,30.14 in,0.00 in,0.01 in,0,36.7 w/m²,23.08
25/06/2021 06:20,400.9,1,19.9,20.4,27.7,27.9,28.3,28.3,27.6,2970.3,72.3,81.68,58.6,51.5 °F,77,SW,1.7,1.8 mph,30.13 in,0.00 in,0.01 in,0,39.7 w/m²,23.08
25/06/2021 06:25,400.9,1,19.8,20.4,28.6,29,29.7,29.7,27.6,2968.3,72.29,81.68,58.6,51.6 °F,78,SSW,1.2,1.2 mph,30.14 in,0.00 in,0.01 in,0,48.2 w/m²,23.08
25/06/2021 06:30,400.9,1,19.3,19.8,27.9,28,29.7,29.7,27.6,2956.3,72.3,81.68,58.6,51.9 °F,79,SSW,2,2.0 mph,30.13 in,0.00 in,0.01 in,0,46.9 w/m²,23.08
25/06/2021 06:35,400.9,1,19.7,19.9,27.8,27.9,28.7,28.7,27.6,2945.3,72.29,81.68,58.6,52.2 °F,80,SSW,1.9,2.0 mph,30.13 in,0.00 in,0.01 in,0,39.5 w/m²,23.08
25/06/2021 06:40,400.9,1,18.2,18.3,26.5,26.6,27,27,27.6,2945.4,72.23,81.68,58.5,52.6 °F,81,WSW,1.3,1.3 mph,30.13 in,0.00 in,0.01 in,0,41.4 w/m²,23.18
25/06/2021 06:45,400.9,1,18.1,18.1,27.3,27.3,28.2,28.2,27.6,2946.4,72.2,81.68,58.3,52.9 °F,82,SSE,0.8,0.8 mph,30.14 in,0.00 in,0.01 in,0,47.4 w/m²,23.38
25/06/2021 06:50,401,1,18.7,18.8,26.1,26.1,27,27,27.6,2951.7,72.24,81.68,58.2,53.1 °F,84,SSE,0.4,0.4 mph,30.13 in,0.00 in,0.01 in,1,66.7 w/m²,23.48
25/06/2021 06:55,400.9,1,17.7,17.7,24.9,24.9,25.7,25.7,27.6,2959.5,72.13,81.68,58.1,53.1 °F,84,SSW,1.4,1.4 mph,30.13 in,0.00 in,0.01 in,1,78.4 w/m²,23.58
25/06/2021 07:00,400.9,1,17.5,17.5,25.4,25.4,26.4,26.4,27.58,2969.4,72.22,81.644,58.2,53.2 °F,84,South,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,1,69.6 w/m²,23.444
25/06/2021 07:05,400.9,1,17.3,17.3,24,24,24.5,24.5,27.59,2966.9,72.15,81.662,58.3,53.3 °F,84,SSW,1.2,1.2 mph,30.13 in,0.00 in,0.01 in,0,62.8 w/m²,23.362
25/06/2021 07:10,400.9,1,17.1,17.1,23.7,23.7,24.1,24.1,27.6,2957.2,72.04,81.68,58.4,53.4 °F,84,SSW,2.3,2.4 mph,30.13 in,0.00 in,0.01 in,1,91.8 w/m²,23.28
25/06/2021 07:15,400.9,1,16.5,16.5,23.7,23.7,24.4,24.4,27.59,2945.6,71.87,81.662,58.5,53.4 °F,83,SW,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,1,120.2 w/m²,23.162
25/06/2021 07:20,400.9,1,16.1,16.1,24.2,24.2,25.1,25.1,27.59,2931.4,71.75,81.662,58.8,53.5 °F,83,SW,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,1,144.3 w/m²,22.862
25/06/2021 07:25,400.9,1,15.3,15.3,22.4,22.4,23,23,27.55,2927.6,71.69,81.59,59.2,53.6 °F,82,SSW,2.4,2.5 mph,30.13 in,0.00 in,0.01 in,1,144.3 w/m²,22.39
25/06/2021 07:30,400.9,1,15.3,15.3,22.4,22.4,23.2,23.2,27.58,2919.9,71.69,81.644,59.6,53.8 °F,81,SSW,2.3,2.4 mph,30.13 in,0.00 in,0.01 in,1,126.5 w/m²,22.044
25/06/2021 07:35,400.9,1,15.1,15.1,21.2,21.2,22.3,22.3,27.55,2920.6,71.62,81.59,59.8,54.4 °F,82,SSW,1.5,1.6 mph,30.13 in,0.00 in,0.01 in,1,112.4 w/m²,21.79
25/06/2021 07:40,400.9,1,14.8,14.8,20.4,20.4,21.2,21.2,27.55,2909.2,71.5,81.59,59.9,54.6 °F,82,SSE,1.1,1.1 mph,30.13 in,0.00 in,0.01 in,1,113.8 w/m²,21.69
25/06/2021 07:45,400.9,1,15.4,15.4,22.5,22.5,22.7,22.7,27.52,2916.5,71.51,81.536,59.9,54.7 °F,83,East,1.9,1.9 mph,30.13 in,0.00 in,0.01 in,1,118.3 w/m²,21.636
25/06/2021 07:50,401,1,14.4,14.4,20.5,20.5,20.6,20.6,27.55,2924.4,71.48,81.59,59.7,54.6 °F,83,SW,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,1,115.7 w/m²,21.89
25/06/2021 07:55,400.9,1,14,14,20.2,20.2,21,21,27.51,2916.2,71.41,81.518,59.9,54.9 °F,84,SW,1.2,1.2 mph,30.14 in,0.00 in,0.01 in,1,113.2 w/m²,21.618
25/06/2021 08:00,400.9,1,13.8,13.8,20.4,20.4,20.6,20.6,27.49,2921.9,71.42,81.482,60.1,55.0 °F,84,SSW,1.9,1.9 mph,30.14 in,0.00 in,0.01 in,1,80 w/m²,21.382
25/06/2021 08:05,400.9,1,13.8,13.8,18.9,18.9,19.5,19.5,27.49,2921.4,71.36,81.482,60.2,55.2 °F,84,SSW,1.6,1.6 mph,30.14 in,0.00 in,0.01 in,1,74.9 w/m²,21.282
25/06/2021 08:10,400.9,1,13.6,13.6,19.7,19.7,19.9,19.9,27.49,2916.7,71.47,81.482,60.1,55.2 °F,84,WSW,1.4,1.4 mph,30.13 in,0.00 in,0.01 in,0,58.5 w/m²,21.382
25/06/2021 08:15,400.9,1,13.3,13.3,17.9,17.9,18.8,18.8,27.48,2922.6,71.49,81.464,60,55.0 °F,84,SSW,2,2.0 mph,30.14 in,0.00 in,0.01 in,1,77.7 w/m²,21.464
25/06/2021 08:20,400.9,1,13.4,13.4,19.8,19.8,20.6,20.6,27.46,2918.9,71.47,81.428,60,55.5 °F,85,,1.7,1.7 mph,30.14 in,0.00 in,0.01 in,1,77.7 w/m²,21.428
25/06/2021 08:25,400.9,1,13.7,13.7,19.6,19.6,20,20,27.43,2927.3,71.52,81.374,60.2,55.7 °F,85,WNW,1.2,1.2 mph,30.13 in,0.00 in,0.01 in,1,98.3 w/m²,21.174
