time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,deltatemp
24/06/2021 12:30,400.9,1,15.2,15.2,19.9,19.9,19.9,19.9,27.1,3819.2,67.73,80.78,68.2,53.0 °F,58,NW,3.1,3.2 mph,30.29 in,0.00 in,0.00 in,5,439.5 w/m²,12.58
24/06/2021 12:35,400.9,1,16,16,21.4,21.4,21.9,21.9,27.1,3775,67.64,80.78,68.8,53.1 °F,58,NW,2.3,2.4 mph,30.29 in,0.00 in,0.00 in,5,468.5 w/m²,11.98
24/06/2021 12:40,400.9,1,14.8,14.8,20.2,20.2,20.3,20.3,27.1,3724.9,67.4,80.78,68.9,53.1 °F,57,NW,3.3,3.4 mph,30.28 in,0.00 in,0.00 in,5,479.7 w/m²,11.88
24/06/2021 12:45,400.9,1,15,15,21.3,21.3,21.4,21.4,27.1,3679.2,67.28,80.78,68.4,52.9 °F,58,NNW,4.3,4.7 mph,30.28 in,0.00 in,0.00 in,6,572.4 w/m²,12.38
24/06/2021 12:50,401,1,15,15,20.3,20.3,20.5,20.5,27.1,3666.1,67.22,80.78,68.2,53.0 °F,59,NNW,4.9,5.2 mph,30.28 in,0.00 in,0.00 in,6,572.4 w/m²,12.58
24/06/2021 12:55,400.9,1,15.2,15.2,20.5,20.5,21,21,27.1,3671.7,67.24,80.78,68.1,53.2 °F,59,NW,3.6,3.8 mph,30.28 in,0.00 in,0.00 in,4,378.1 w/m²,12.68
24/06/2021 13:00,400.9,1,14.5,14.5,19,19,20.5,20.5,27.1,3648.1,67.04,80.78,68,53.2 °F,59,NW,3.8,4.0 mph,30.28 in,0.00 in,0.00 in,5,516.7 w/m²,12.78
24/06/2021 13:05,400.9,1,14.6,14.6,19.5,19.5,19.7,19.7,27.11,3609.1,66.9,80.798,68.6,52.6 °F,57,South,1.7,1.8 mph,30.28 in,0.00 in,0.00 in,5,516.7 w/m²,12.198
24/06/2021 13:10,400.9,1,15.2,15.2,19.8,19.8,19.9,19.9,27.13,3605.6,66.86,80.834,68.6,53.4 °F,58,NNW,3.3,3.5 mph,30.28 in,0.00 in,0.00 in,7,737.5 w/m²,12.234
24/06/2021 13:15,400.9,1,14.5,14.5,19.6,19.6,20,20,27.11,3590.6,66.78,80.798,69,53.6 °F,58,NW,2.8,2.9 mph,30.28 in,0.00 in,0.00 in,8,777.4 w/m²,11.798
24/06/2021 13:20,400.9,1,14.9,14.9,19.9,19.9,20.1,20.1,27.18,3586.1,66.8,80.924,69.1,53.7 °F,58,NW,3.6,3.9 mph,30.28 in,0.00 in,0.00 in,6,501.6 w/m²,11.824
24/06/2021 13:25,400.9,1,15.6,15.6,20.3,20.3,20.7,20.7,27.14,3597.7,66.74,80.852,68.7,53.4 °F,58,NW,3.6,3.8 mph,30.28 in,0.00 in,0.00 in,9,834.7 w/m²,12.152
24/06/2021 13:30,400.9,1,14.2,14.2,19.5,19.5,19.7,19.7,27.15,3535.5,66.46,80.87,68.9,53.2 °F,58,NNW,4.5,4.8 mph,30.28 in,0.00 in,0.00 in,9,828.6 w/m²,11.97
24/06/2021 13:35,400.9,1,15.2,15.2,20.6,20.6,21.4,21.4,27.19,3512.6,66.46,80.942,69.2,53.4 °F,57,North,3.1,3.3 mph,30.28 in,0.00 in,0.00 in,7,686.9 w/m²,11.742
24/06/2021 13:40,400.9,1,15.2,15.2,20.4,20.4,21,21,27.2,3534,66.5,80.96,69.5,54.0 °F,58,NNW,2.9,3.1 mph,30.28 in,0.00 in,0.00 in,7,676 w/m²,11.46
24/06/2021 13:45,400.9,1,15.4,15.4,20.9,20.9,21.2,21.2,27.19,3542.7,66.54,80.942,69.3,54.1 °F,59,SSE,2.9,3.0 mph,30.28 in,0.00 in,0.00 in,4,400.4 w/m²,11.642
24/06/2021 13:50,401,1,14.7,14.7,21,21,21,21,27.2,3550.4,66.56,80.96,68.7,54.2 °F,60,NNW,4,4.3 mph,30.27 in,0.00 in,0.00 in,7,645.1 w/m²,12.26
24/06/2021 13:55,400.9,1,14.4,14.4,19.9,19.9,20,20,27.2,3513.3,66.43,80.96,68.8,53.9 °F,59,,2.1,2.2 mph,30.27 in,0.00 in,0.00 in,6,600.6 w/m²,12.16
24/06/2021 14:00,400.9,1,14.5,14.5,20.5,20.5,20.7,20.7,27.2,3500.3,66.37,80.96,68.9,54.1 °F,60,NNE,4,4.3 mph,30.27 in,0.00 in,0.00 in,5,481.7 w/m²,12.06
24/06/2021 14:05,400.9,1,14.3,14.3,20.2,20.2,20.7,20.7,27.2,3491,66.31,80.96,68.6,53.7 °F,59,,2.4,2.5 mph,30.27 in,0.00 in,0.00 in,5,407.1 w/m²,12.36
24/06/2021 14:10,400.9,1,14.7,14.7,20,20,20.3,20.3,27.2,3505.5,66.43,80.96,69,54.0 °F,59,NW,3.1,3.3 mph,30.27 in,0.00 in,0.00 in,4,365.4 w/m²,11.96
24/06/2021 14:15,400.9,1,13.4,13.4,18.7,18.7,19,19,27.24,3526,66.63,81.032,69.1,54.3 °F,60,NW,3.6,3.8 mph,30.28 in,0.00 in,0.00 in,5,387.7 w/m²,11.932
24/06/2021 14:20,400.9,1,14,14,19.1,19.1,19.2,19.2,27.3,3538.5,66.71,81.14,68.5,54.5 °F,61,NW,3.9,4.1 mph,30.28 in,0.00 in,0.00 in,5,438.1 w/m²,12.64
24/06/2021 14:25,400.9,1,14.5,14.5,18.6,18.6,19.1,19.1,27.3,3563.3,66.7,81.14,68.8,54.2 °F,60,WSW,2.6,2.7 mph,30.27 in,0.00 in,0.00 in,5,455.7 w/m²,12.34
24/06/2021 14:30,400.9,1,14.1,14.1,19.8,19.8,20.3,20.3,27.35,3547.5,66.67,81.23,69.5,54.6 °F,59,NW,4.1,4.4 mph,30.27 in,0.00 in,0.00 in,5,455.7 w/m²,11.73
24/06/2021 14:35,400.9,1,13.5,13.5,17.8,17.8,18.3,18.3,27.4,3537.7,66.54,81.32,69.1,55.0 °F,61,,3.9,4.2 mph,30.27 in,0.00 in,0.00 in,5,416.1 w/m²,12.22
24/06/2021 14:40,400.9,1,14,14,19.5,19.5,20.7,20.7,27.4,3518.5,66.3,81.32,68.4,54.7 °F,62,NNW,3.8,4.0 mph,30.27 in,0.00 in,0.00 in,4,373.4 w/m²,12.92
24/06/2021 14:45,400.9,1,13.4,13.4,18,18,18.1,18.1,27.4,3467.9,66.03,81.32,68.4,54.7 °F,62,NNW,3.4,3.5 mph,30.27 in,0.00 in,0.00 in,3,238.4 w/m²,12.92
24/06/2021 14:50,401,1,13.2,13.2,18,18,18.2,18.2,27.4,3410.7,65.9,81.32,67.9,54.9 °F,63,NNW,4.6,5.0 mph,30.27 in,0.00 in,0.00 in,3,236.2 w/m²,13.42
24/06/2021 14:55,400.9,1,13.3,13.3,17.6,17.6,18,18,27.41,3382.4,66.97,81.338,67.8,54.8 °F,63,NW,2.3,2.3 mph,30.28 in,0.00 in,0.00 in,3,269.5 w/m²,13.538
24/06/2021 15:00,400.9,1,13,13,18.3,18.3,19,19,27.46,3384.9,68.1,81.428,68.4,54.8 °F,62,WNW,2.2,2.2 mph,30.28 in,0.00 in,0.00 in,3,291 w/m²,13.028
24/06/2021 15:05,400.9,1,13.7,13.7,17.9,17.9,17.9,17.9,27.5,3401.1,68.93,81.5,68,55.4 °F,64,NW,4.5,4.8 mph,30.27 in,0.00 in,0.00 in,3,279.2 w/m²,13.5
24/06/2021 15:10,400.9,1,12.3,12.3,17,17,17.5,17.5,27.5,3412,69.39,81.5,67.8,55.5 °F,65,NNW,4,4.3 mph,30.27 in,0.00 in,0.00 in,3,348.5 w/m²,13.7
24/06/2021 15:15,400.9,1,12.9,12.9,17.6,17.6,17.7,17.7,27.5,3405.2,69.99,81.5,68,55.6 °F,65,NNW,3.5,3.7 mph,30.27 in,0.00 in,0.00 in,4,376.9 w/m²,13.5
24/06/2021 15:20,400.9,1,13.1,13.1,18.6,18.6,18.8,18.8,27.52,3421.8,70.46,81.536,67.9,55.4 °F,65,WNW,2.6,2.8 mph,30.27 in,0.00 in,0.00 in,4,351.3 w/m²,13.636
24/06/2021 15:25,400.9,1,13.1,13.1,16.9,16.9,17.2,17.2,27.58,3446.7,70.66,81.644,68.2,55.6 °F,64,WSW,2.7,2.8 mph,30.27 in,0.00 in,0.00 in,3,317 w/m²,13.444
24/06/2021 15:30,400.9,1,13.1,13.1,18.5,18.5,18.9,18.9,27.6,3461,70.7,81.68,68.2,55.8 °F,65,NNW,2.6,2.7 mph,30.27 in,0.00 in,0.00 in,4,362.4 w/m²,13.48
24/06/2021 15:35,400.9,1,13,13,18.2,18.2,19.3,19.3,27.6,3469.2,70.73,81.68,68.2,55.7 °F,64,WNW,2.5,2.5 mph,30.27 in,0.00 in,0.00 in,4,399.4 w/m²,13.48
24/06/2021 15:40,400.9,1,13.4,13.4,19.1,19.1,19.5,19.5,27.61,3470.7,70.71,81.698,68.1,55.9 °F,65,North,3.5,3.7 mph,30.27 in,0.00 in,0.00 in,4,374.9 w/m²,13.598
24/06/2021 15:45,401,1,12.6,12.6,17.3,17.3,17.7,17.7,27.65,3478.7,70.75,81.77,68.1,55.9 °F,65,NNW,5.5,5.8 mph,30.27 in,0.00 in,0.00 in,4,366.7 w/m²,13.67
24/06/2021 15:50,400.9,1,12.6,12.6,16.8,16.8,16.9,16.9,27.64,3502.2,70.84,81.752,67.8,55.6 °F,65,NNW,4.1,4.4 mph,30.26 in,0.00 in,0.00 in,4,350.1 w/m²,13.952
24/06/2021 15:55,400.9,1,13.1,13.1,18.5,18.5,18.6,18.6,27.65,3447.8,70.34,81.77,68.1,55.8 °F,65,NNW,3,3.1 mph,30.27 in,0.00 in,0.00 in,4,359.8 w/m²,13.67
24/06/2021 16:00,400.9,1,12.6,12.6,16.8,16.8,16.8,16.8,27.64,3368.3,69.7,81.752,68.9,55.5 °F,63,NNW,2.6,2.8 mph,30.27 in,0.00 in,0.00 in,4,428.8 w/m²,12.852
24/06/2021 16:05,400.9,1,13.3,13.3,17.1,17.1,17.7,17.7,27.61,3306.1,70.19,81.698,69.5,56.4 °F,63,SSE,2.8,2.9 mph,30.27 in,0.00 in,0.00 in,5,440.8 w/m²,12.198
24/06/2021 16:10,400.9,1,12.3,12.3,16.7,16.7,17.2,17.2,27.63,3276.2,70.78,81.734,68.9,56.2 °F,64,NNW,4,4.2 mph,30.26 in,0.00 in,0.00 in,4,432.1 w/m²,12.834
24/06/2021 16:15,400.9,1,11.9,11.9,16.8,16.8,16.9,16.9,27.64,3276.2,71.01,81.752,68,55.9 °F,65,NNW,4.2,4.5 mph,30.26 in,0.00 in,0.00 in,4,386.9 w/m²,13.752
24/06/2021 16:20,400.9,1,12.2,12.2,17.4,17.4,17.5,17.5,27.66,3233.9,71.3,81.788,67.4,55.9 °F,67,NNW,5.2,5.6 mph,30.26 in,0.00 in,0.00 in,3,301.6 w/m²,14.388
24/06/2021 16:25,400.9,1,11.7,11.7,16,16,16.3,16.3,27.71,3282.5,71.82,81.878,67.6,55.8 °F,66,NNW,3.7,3.9 mph,30.26 in,0.00 in,0.00 in,3,278.6 w/m²,14.278
24/06/2021 16:30,400.9,1,12.6,12.6,17.3,17.3,17.7,17.7,27.76,3344.8,71.98,81.968,67.8,56.2 °F,67,,2.8,2.9 mph,30.26 in,0.00 in,0.00 in,2,193.7 w/m²,14.168
24/06/2021 16:35,400.9,1,12,12,17.4,17.4,18.1,18.1,27.81,3368,72,82.058,67.6,56.3 °F,67,NNW,1.7,1.7 mph,30.26 in,0.00 in,0.00 in,1,150.3 w/m²,14.458
24/06/2021 16:40,400.9,1,12.3,12.3,16.8,16.8,17.2,17.2,27.81,3398.1,72.07,82.058,67.2,57.1 °F,70,NW,3.1,3.2 mph,30.25 in,0.00 in,0.00 in,1,150.4 w/m²,14.858
24/06/2021 16:45,400.9,1,11.3,11.3,15.3,15.3,15.6,15.6,27.8,3432.7,72.21,82.04,66.6,57.1 °F,72,NNW,3.3,3.5 mph,30.25 in,0.00 in,0.00 in,1,136.8 w/m²,15.44
24/06/2021 16:50,401,1,12,12,15.3,15.3,15.7,15.7,27.8,3458.9,72.37,82.04,66.2,57.3 °F,73,NW,3,3.1 mph,30.25 in,0.00 in,0.00 in,1,91.7 w/m²,15.84
24/06/2021 16:55,400.9,1,11.5,11.5,16.7,16.7,16.8,16.8,27.8,3477.5,72.4,82.04,66.2,57.7 °F,74,West,1.1,1.1 mph,30.25 in,0.00 in,0.00 in,1,120.6 w/m²,15.84
24/06/2021 17:00,400.9,1,11.5,11.5,15.8,15.8,16.2,16.2,27.8,3510.5,72.36,82.04,66.2,57.6 °F,74,WSW,1.6,1.6 mph,30.25 in,0.00 in,0.00 in,1,128.4 w/m²,15.84
24/06/2021 17:05,400.9,1,11.2,11.2,15.7,15.7,16,16,27.8,3527.1,72.18,82.04,66.3,57.9 °F,75,WNW,1.4,1.4 mph,30.25 in,0.00 in,0.00 in,1,173 w/m²,15.74
24/06/2021 17:10,400.9,1,11,11,14.3,14.3,14.4,14.4,27.8,3543.4,72.15,82.04,66.4,57.7 °F,74,NW,2.5,2.6 mph,30.25 in,0.00 in,0.00 in,2,182.9 w/m²,15.64
24/06/2021 17:15,400.9,1,11.2,11.2,14.5,14.5,14.6,14.6,27.8,3576,72.16,82.04,66.6,57.6 °F,73,NNW,2.9,3.0 mph,30.25 in,0.00 in,0.00 in,1,148.8 w/m²,15.44
24/06/2021 17:20,400.9,1,10.6,10.6,14.1,14.1,14.4,14.4,27.8,3596.4,72.03,82.04,66.3,57.2 °F,72,NNW,3.6,3.9 mph,30.25 in,0.00 in,0.00 in,1,119.8 w/m²,15.74
24/06/2021 17:25,400.9,0.9,11,11,14.5,14.5,14.8,14.8,27.8,3625.7,72,82.04,66.4,57.2 °F,73,NNW,2,2.1 mph,30.25 in,0.00 in,0.00 in,1,99.4 w/m²,15.64
24/06/2021 17:30,400.9,1,9.7,9.7,13,13,13,13,27.8,3656.2,71.94,82.04,66.5,57.3 °F,72,WNW,1.1,1.1 mph,30.25 in,0.00 in,0.00 in,1,84.7 w/m²,15.54
24/06/2021 17:35,400.9,1,10.8,10.8,15,15,15.1,15.1,27.8,3683.1,71.9,82.04,66.6,57.3 °F,72,WNW,1.1,1.1 mph,30.25 in,0.00 in,0.00 in,1,74.6 w/m²,15.44
24/06/2021 17:40,400.9,1,11,11,13.4,13.4,13.7,13.7,27.8,3719.8,71.89,82.04,66.6,57.3 °F,72,NW,2.5,2.6 mph,30.25 in,0.00 in,0.00 in,1,102.5 w/m²,15.44
24/06/2021 17:45,400.9,1,10.1,10.1,13.1,13.1,13.1,13.1,27.8,3759.4,71.9,82.04,66.5,57.2 °F,72,NNW,2.6,2.9 mph,30.25 in,0.00 in,0.00 in,1,97.9 w/m²,15.54
24/06/2021 17:50,401,1,10.1,10.1,13.9,13.9,14.3,14.3,27.8,3783.7,71.78,82.04,66.3,56.9 °F,72,NNW,3.6,3.8 mph,30.25 in,0.00 in,0.00 in,1,94.1 w/m²,15.74
24/06/2021 17:55,400.9,1,9.4,9.4,12.1,12.1,12.3,12.3,27.83,3802.7,71.68,82.094,66.3,56.8 °F,71,NNW,4.8,5.1 mph,30.25 in,0.00 in,0.00 in,1,87.4 w/m²,15.794
24/06/2021 18:00,400.9,1,9.1,9.1,12.4,12.4,12.5,12.5,27.8,3835.7,71.6,82.04,66.4,57.1 °F,72,NNW,3.7,4.0 mph,30.25 in,0.00 in,0.00 in,0,55.3 w/m²,15.64
24/06/2021 18:05,400.9,1,10.5,10.5,13.5,13.5,14.4,14.4,27.8,3872.1,71.58,82.04,66.3,57.0 °F,72,NW,3.5,3.8 mph,30.25 in,0.00 in,0.00 in,0,37.4 w/m²,15.74
24/06/2021 18:10,400.9,1,10.4,10.4,14.5,14.5,14.8,14.8,27.8,3898.9,71.65,82.04,66.3,57.1 °F,72,WNW,1.2,1.2 mph,30.25 in,0.00 in,0.00 in,0,50.7 w/m²,15.74
24/06/2021 18:15,400.9,1,9.9,9.9,13.9,13.9,14,14,27.82,3875.5,71.62,82.076,66.3,57.0 °F,72,NNW,2.4,2.6 mph,30.25 in,0.00 in,0.00 in,0,71 w/m²,15.776
24/06/2021 18:20,400.9,1,9.7,9.7,13,13,13.1,13.1,27.8,3870.5,71.78,82.04,66.3,57.0 °F,72,NNW,4.8,5.1 mph,30.25 in,0.00 in,0.00 in,1,69.4 w/m²,15.74
24/06/2021 18:25,400.9,1,9.4,9.4,12.6,12.6,13.1,13.1,27.82,3916.3,71.88,82.076,66.2,56.8 °F,72,NNW,3.7,4.0 mph,30.25 in,0.00 in,0.00 in,1,81.5 w/m²,15.876
24/06/2021 18:30,400.9,1,8.8,8.8,12,12,12.5,12.5,27.89,3954.4,71.92,82.202,66.2,56.9 °F,72,NNW,2.1,2.1 mph,30.25 in,0.00 in,0.00 in,1,91.6 w/m²,16.002
24/06/2021 18:35,400.9,1,9.4,9.4,13,13,13.4,13.4,27.9,3960.9,72.43,82.22,66.4,56.9 °F,72,NNW,1.6,1.6 mph,30.24 in,0.00 in,0.00 in,1,89 w/m²,15.82
24/06/2021 18:40,400.8,1,17.4,22,27.7,36.1,30.6,39.5,27.9,3994.8,72.63,82.22,66.5,57.0 °F,72,NNW,4,4.3 mph,30.24 in,0.00 in,0.00 in,1,80.8 w/m²,15.72
24/06/2021 18:45,401,1,180.5,271.7,295.6,444.4,325.1,488.8,27.98,4038.7,74.45,82.364,66.5,57.2 °F,72,NNW,4.4,4.7 mph,30.24 in,0.00 in,0.00 in,1,73.4 w/m²,15.864
24/06/2021 18:50,400.9,1,273.2,411,453.1,680.8,489,734.8,28.14,4076.9,75.61,82.652,66.3,57.0 °F,72,NNW,4,4.3 mph,30.24 in,0.00 in,0.00 in,0,50.9 w/m²,16.352
24/06/2021 18:55,400.9,1,263.5,396.4,432.3,649.3,471,707.9,28.2,4096.2,75.53,82.76,66.3,57.0 °F,72,NW,2.8,2.9 mph,30.24 in,0.00 in,0.00 in,0,44.7 w/m²,16.46
24/06/2021 19:00,400.9,1,257.7,387.8,422.8,635.2,461.6,693.3,28.2,4114.2,75.38,82.76,66.5,57.2 °F,72,NW,2,2.0 mph,30.24 in,0.00 in,0.00 in,0,44.7 w/m²,16.26
24/06/2021 19:05,400.9,1,273,410.6,472.9,710.7,521.8,783.7,28.25,4168.7,76.09,82.85,66.5,57.2 °F,72,NNW,1.5,1.6 mph,30.24 in,0.00 in,0.00 in,0,38.7 w/m²,16.35
24/06/2021 19:10,400.9,1,288.2,433.2,526.6,791,588,883.1,28.37,4228.3,78.63,83.066,66.4,57.1 °F,72,NNW,2.4,2.5 mph,30.24 in,0.00 in,0.00 in,0,45.7 w/m²,16.666
24/06/2021 19:15,400.9,1,275.4,414.1,498.2,748.4,559.2,840,28.6,4241.8,82.23,83.48,66.3,57.2 °F,73,NNW,1.5,1.5 mph,30.24 in,0.00 in,0.00 in,0,57.7 w/m²,17.18
24/06/2021 19:20,400.9,1,259,389.4,460.9,692.2,511.5,768.3,28.7,4216.8,82.65,83.66,66.4,57.1 °F,72,NW,1.4,1.4 mph,30.24 in,0.00 in,0.00 in,0,68.7 w/m²,17.26
24/06/2021 19:25,400.9,1,250,375.8,441.7,663.6,493,740.7,28.7,4234.4,82.8,83.66,66.5,57.2 °F,72,NW,1.9,1.9 mph,30.23 in,0.00 in,0.00 in,1,68.8 w/m²,17.16
24/06/2021 19:30,400.9,1,243.2,365.8,423.2,635.8,474.6,713.1,28.68,4251.4,82.93,83.624,66.7,57.3 °F,72,NW,1.8,1.9 mph,30.24 in,0.00 in,0.00 in,1,68.7 w/m²,16.924
24/06/2021 19:35,400.9,1,234.1,352.1,403.8,606.6,453.5,681.4,28.6,4258.9,83.13,83.48,66.9,57.4 °F,72,,0.9,0.9 mph,30.24 in,0.00 in,0.00 in,0,61.9 w/m²,16.58
24/06/2021 19:40,400.9,1,231,347.7,399.7,600.5,446.3,670.5,28.55,4281.2,83.33,83.39,66.9,57.5 °F,72,NNE,0.8,0.8 mph,30.24 in,0.00 in,0.00 in,0,47.4 w/m²,16.49
24/06/2021 19:45,400.9,1,222.7,335.2,385.6,579.3,433.1,650.5,28.51,4311.4,83.74,83.318,66.9,57.4 °F,72,NNE,0.9,0.9 mph,30.23 in,0.00 in,0.00 in,0,52.8 w/m²,16.418
24/06/2021 19:50,401,1,222.3,334.4,379.8,570.7,420.1,630.9,28.5,4330.6,83.8,83.3,67.1,57.8 °F,72,North,1.3,1.3 mph,30.23 in,0.00 in,0.00 in,0,52.8 w/m²,16.2
24/06/2021 19:55,400.9,1,216,324.9,369.5,555.4,408.1,613.2,28.5,4332.5,83.58,83.3,67.1,57.9 °F,72,NNE,0.6,0.6 mph,30.23 in,0.00 in,0.00 in,0,50.1 w/m²,16.2
24/06/2021 20:00,400.9,1,214,322.1,364.1,547.3,405.1,608.8,28.49,4345.4,83.38,83.282,67,57.7 °F,72,NNE,1.5,1.6 mph,30.23 in,0.00 in,0.00 in,0,49 w/m²,16.282
24/06/2021 20:05,400.9,1,208.9,314.6,353,530.5,388.9,584.5,28.45,4355.9,83.09,83.21,66.9,57.6 °F,72,WSW,0.4,0.4 mph,30.23 in,0.00 in,0.00 in,0,43.1 w/m²,16.31
24/06/2021 20:10,400.9,1,204.9,308.4,346.8,521.2,380.8,572,28.4,4362.3,82.92,83.12,66.9,57.6 °F,73,SSW,1,1.0 mph,30.23 in,0.00 in,0.00 in,0,35.1 w/m²,16.22
24/06/2021 20:15,400.9,1,201.4,303.4,334.3,502.3,370.8,557.3,28.41,4369.2,82.76,83.138,66.9,57.6 °F,72,SW,0.6,0.7 mph,30.23 in,0.00 in,0.00 in,0,32.2 w/m²,16.238
24/06/2021 20:20,400.9,1,198.7,298.9,328.3,493.2,357.7,537.6,28.4,4371.9,82.63,83.12,66.9,57.8 °F,73,SSE,1.7,1.7 mph,30.23 in,0.00 in,0.00 in,0,31.3 w/m²,16.22
24/06/2021 20:25,400.9,1,194.8,293.1,325.8,489.8,358.1,537.8,28.4,4380.7,82.48,83.12,66.9,57.8 °F,73,NNE,1.1,1.1 mph,30.22 in,0.00 in,0.00 in,0,34 w/m²,16.22
24/06/2021 20:30,400.9,1,193.6,291.7,319,479.2,354.3,532.6,28.4,4385,82.27,83.12,66.9,57.8 °F,73,NE,1.9,1.9 mph,30.23 in,0.00 in,0.00 in,0,36.7 w/m²,16.22
24/06/2021 20:35,400.9,1,190.6,287,315.4,474.2,346.7,521.3,28.39,4396.6,82.05,83.102,66.9,57.7 °F,73,NE,1.5,1.5 mph,30.23 in,0.00 in,0.00 in,0,36.5 w/m²,16.202
24/06/2021 20:40,400.9,1,188,283.2,311.3,467.9,339.9,510.8,28.39,4412.5,81.9,83.102,66.9,57.7 °F,73,NNE,1.3,1.3 mph,30.23 in,0.00 in,0.00 in,0,36.7 w/m²,16.202
24/06/2021 20:45,400.9,1,185.7,279.8,302.3,454.4,330.8,496.9,28.35,4433.9,81.82,83.03,66.9,57.8 °F,73,NNE,1.2,1.2 mph,30.22 in,0.00 in,0.00 in,0,29.1 w/m²,16.13
24/06/2021 20:50,401,1,184,277.2,297.8,447.8,323.3,486.2,28.33,4428,81.66,82.994,66.7,58.1 °F,74,NNE,2,2.0 mph,30.22 in,0.00 in,0.00 in,0,13 w/m²,16.294
24/06/2021 20:55,400.9,1,178.4,268.7,288.4,433.7,312.9,470.2,28.31,4415.8,81.45,82.958,66.7,58.1 °F,74,NNE,0.5,0.5 mph,30.22 in,0.00 in,0.00 in,0,10.3 w/m²,16.258
24/06/2021 21:00,400.9,1,176.5,265.6,282,424,309,464.9,28.3,4420.4,81.53,82.94,66.7,58.2 °F,74,,0.7,0.7 mph,30.23 in,0.00 in,0.00 in,0,5.9 w/m²,16.24
24/06/2021 21:05,400.9,1,171.3,257.9,274.7,412.9,298.9,449.5,28.3,4412.1,81.71,82.94,66.7,58.1 °F,74,West,1,1.0 mph,30.23 in,0.00 in,0.00 in,0,5.5 w/m²,16.24
24/06/2021 21:10,400.9,1,166.8,251.3,265.6,399.6,290.9,437.5,28.3,4390.3,81.77,82.94,66.7,58.1 °F,74,NNW,1.4,1.4 mph,30.22 in,0.00 in,0.00 in,0,5 w/m²,16.24
24/06/2021 21:15,400.9,1,162.3,244.5,260.9,392.5,284.2,427.5,28.3,4394.9,81.63,82.94,66.6,58.1 °F,74,North,0.8,0.8 mph,30.22 in,0.00 in,0.00 in,0,3.7 w/m²,16.34
24/06/2021 21:20,400.9,1,162.3,244.6,258.6,389,279.7,420.7,28.29,4421.7,81.4,82.922,66.5,58.2 °F,75,North,0.5,0.5 mph,30.22 in,0.00 in,0.00 in,0,3.1 w/m²,16.422
24/06/2021 21:25,400.9,1,158,238.1,250.1,376.3,268,402.8,28.25,4429.9,81.12,82.85,66.5,58.3 °F,75,NNE,0.4,0.4 mph,30.22 in,0.00 in,0.00 in,0,2.4 w/m²,16.35
24/06/2021 21:30,400.9,1,156.8,236.3,248,373,268.8,404.1,28.2,4431.6,80.97,82.76,66.4,58.3 °F,75,NNE,0.7,0.7 mph,30.22 in,0.00 in,0.00 in,0,1.7 w/m²,16.36
24/06/2021 21:35,400.9,1,152.9,230.6,243.7,366.3,260.8,392.3,28.23,4451.7,80.89,82.814,66.3,57.9 °F,75,SSW,1.3,1.4 mph,30.22 in,0.00 in,0.00 in,0,1.3 w/m²,16.514
24/06/2021 21:40,400.9,1,153.3,231.2,244,366.8,261.7,393.4,28.2,4471.8,80.74,82.76,66.2,58.2 °F,75,South,0.2,0.2 mph,30.22 in,0.00 in,0.00 in,0,0.6 w/m²,16.56
24/06/2021 21:45,400.9,1,150.6,227,239.2,359.7,259.5,390.3,28.2,4481.9,80.6,82.76,65.8,57.9 °F,76,South,0.1,0.1 mph,30.22 in,0.00 in,0.00 in,0,0.4 w/m²,16.96
24/06/2021 21:50,401,1,148.4,223.6,231.6,348.4,246.8,371.3,28.2,4518.2,80.72,82.76,65.8,57.9 °F,76,South,0.5,0.5 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.96
24/06/2021 21:55,400.9,1,144.1,217.1,229.8,345.8,245.9,369.8,28.2,4540.7,80.7,82.76,65.8,57.7 °F,75,SW,1.3,1.3 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.96
24/06/2021 22:00,400.9,1,143.9,216.8,228,342.8,243.7,366.7,28.2,4584.2,80.7,82.76,66,58.0 °F,75,WSW,0.2,0.2 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.76
24/06/2021 22:05,400.9,1,144,216.9,224.6,338,241.6,363.2,28.16,4606.5,80.57,82.688,65.8,57.9 °F,76,WSW,0.2,0.2 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.888
24/06/2021 22:10,400.9,1,141.7,213.8,222.2,334.5,239.4,360.4,28.16,4615.2,80.37,82.688,65.6,57.7 °F,76,WSW,0.5,0.5 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,17.088
24/06/2021 22:15,400.9,1,141.2,213.3,219.6,330.4,237.8,358,28.14,4626.5,80.2,82.652,65.6,57.7 °F,76,WSW,0.6,0.6 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,17.052
24/06/2021 22:20,400.9,1,137,206.6,215.3,324.1,230.3,346.7,28.11,4650,80.09,82.598,65.8,57.7 °F,75,SW,1.6,1.6 mph,30.22 in,0.00 in,0.00 in,0,0 w/m²,16.798
