time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,tem,CO2,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
30/05/2021 21:05,452.4,0,21.1,22.4,30,30.7,31.1,31.1,26.42,454.4,50.31,79.556,54.1,46.5 °F,76,ESE,4,4.2 mph,30.39 in,0.00 in,0.00 in,0,4.5 w/m²
30/05/2021 21:10,524,0,21.5,23.2,30.6,31.7,32,32,26.59,507.2,51.69,79.862,53.8,46.4 °F,76,East,5,5.5 mph,30.39 in,0.00 in,0.00 in,0,3.3 w/m²
30/05/2021 21:15,571.6,0,20.9,13.5,29.8,30.6,30.9,30.9,26.8,570.4,52.41,80.24,53.5,46.4 °F,77,ESE,3.8,4.1 mph,30.39 in,0.00 in,0.00 in,0,2.4 w/m²
30/05/2021 21:20,646.2,0,21.7,23.4,31.4,32.9,33.2,33.2,26.99,633.4,53.5,80.582,53.4,46.0 °F,76,ENE,4.3,4.7 mph,30.39 in,0.00 in,0.00 in,0,1.6 w/m²
30/05/2021 21:25,707.1,0.2,21.3,22.7,30,30.7,30.9,30.9,27.14,693.5,54.64,80.852,53.3,46.0 °F,77,East,4.1,4.4 mph,30.39 in,0.00 in,0.00 in,0,1.1 w/m²
30/05/2021 21:30,763.3,20,21.2,22.5,30.5,31.8,32,32,27.25,739.1,55.47,81.05,53,45.6 °F,76,East,4.7,5.1 mph,30.39 in,0.00 in,0.00 in,0,0.6 w/m²
30/05/2021 21:35,816.9,46.4,21.1,22.2,30.3,31.1,31.8,31.8,27.35,792.3,56.27,81.23,53,46.0 °F,77,ESE,4.1,4.5 mph,30.39 in,0.00 in,0.00 in,0,0.3 w/m²
30/05/2021 21:40,853.7,60.6,20.2,21,29.3,30.3,30.7,30.7,27.43,834.6,56.86,81.374,52.9,45.8 °F,77,ESE,5.5,5.9 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 21:45,897.1,80.5,20.8,21.7,28.9,29.3,29.8,29.8,27.5,878.5,57.48,81.5,52.7,45.8 °F,77,ESE,4.1,4.4 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 21:50,939,101,20.6,21.8,30.1,30.9,31.2,31.2,27.53,913.8,58.29,81.554,52.7,45.9 °F,78,East,4.2,4.5 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 21:55,984.5,118.9,20.8,21.7,28.5,28.7,29,29,27.57,964.8,59.35,81.626,52.7,45.8 °F,77,ESE,3.3,3.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:00,1022.7,135.8,20.8,21.9,29.8,30.4,30.5,30.5,27.6,1018.2,60.1,81.68,52.5,45.6 °F,77,ESE,5.9,6.3 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:05,1062.6,152.4,19.9,20.8,29.1,29.7,30.5,30.5,27.6,1071.4,60.74,81.68,52.3,45.5 °F,78,East,6.3,6.8 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:10,1101.9,170.7,20.1,20.8,29.3,29.8,30.5,30.5,27.6,1116.2,61.36,81.68,52.3,45.5 °F,78,ENE,4.7,5.1 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:15,1146.7,187.2,20.3,20.7,27.7,28,28.2,28.2,27.6,1158,62.42,81.68,52.3,46.0 °F,79,ESE,4.7,5.0 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:20,1169,198.1,20.2,18.7,28.9,26.2,29.7,29.7,27.62,1209.8,62.71,81.716,52.3,46.0 °F,79,ESE,5,5.5 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:25,1191.9,210.5,19.8,20.4,28,28.2,28.8,28.8,27.61,1246.9,63.03,81.698,52.1,45.8 °F,79,ESE,4.5,4.8 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:30,1228.9,199.3,19,13.5,23.7,26,24.2,26.5,27.6,1282.6,63.49,81.68,52.1,46.0 °F,80,ESE,4.8,5.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:35,1264.6,234.5,19,19.5,27.2,27.4,27.5,27.5,27.6,1322.3,63.84,81.68,52,45.9 °F,80,ESE,4.5,4.8 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:40,1300.3,247.2,18.8,17.1,25.9,25.9,26.3,26.3,27.6,1361,64.32,81.68,51.9,46.0 °F,81,ESE,6.1,6.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:45,1327.6,256.7,19.3,13.8,27.3,27.3,27.7,27.7,27.6,1394.2,64.63,81.68,51.8,46.0 °F,81,ENE,4.4,4.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:50,1356.4,270.1,18.4,18.4,25,25,25,25,27.6,1424.6,65.01,81.68,51.9,46.2 °F,81,ENE,5.7,6.1 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 22:55,1386.8,223.3,16.7,5.8,24,21.3,21.4,21.4,27.6,1457.2,65.28,81.68,51.9,46.2 °F,81,East,5.3,5.8 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:00,1418.4,288.3,18.9,19.2,26.6,26.7,27.3,27.3,27.6,1494.1,65.55,81.68,51.8,46.2 °F,81,ESE,4.6,4.9 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:05,1565.6,321.3,18.8,19.1,25.5,25.5,25.7,25.7,27.61,1533,65.81,81.698,51.9,46.2 °F,81,East,3,3.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:10,1675.8,337.8,18.6,18.9,26.9,27,27.7,27.7,27.67,1566.8,66.05,81.806,52.1,46.4 °F,81,ENE,5.2,5.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:15,1771.8,347.1,18.7,18.7,25.6,25.6,25.8,25.8,27.65,1600.9,66.37,81.77,52.1,46.5 °F,82,ENE,4.4,4.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:20,1857.6,353.2,18.2,18.3,24.2,24.2,24.5,24.5,27.66,1641.2,66.63,81.788,52.1,46.5 °F,82,East,4.4,4.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:25,1926.5,363.7,18,18.1,24.6,24.6,24.8,24.8,27.65,1679.8,66.87,81.77,52.1,46.5 °F,82,East,2.5,2.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:30,1958.5,334.1,18.2,18.3,26.3,26.3,26.6,26.6,27.67,1706.7,67.08,81.806,52.1,47.1 °F,83,ENE,4.2,4.4 mph,30.39 in,0.00 in,0.00 in,0,0 w/m²
30/05/2021 23:35,2052.5,377.2,17,17,22.3,22.3,22.4,22.4,27.65,1703.9,67.13,81.77,52.1,47.1 °F,83,ENE,4.3,4.6 mph,30.39 in,0.00 in,0.00 in,0,0 w/m²
