time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,tem,CO2,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
31/05/2021 21:05,885,0.8,19.6,20,28.2,28.6,28.7,28.7,27.26,442.2,42.18,81.068,64.1,48.6 °F,57,ESE,6.5,7.3 mph,30.20 in,0.00 in,0.00 in,0,5.7 w/m²
31/05/2021 21:10,2518,247.5,32,43.7,48.7,65.4,55.9,68.6,27.25,469.4,43.01,81.05,64,49.0 °F,58,SE,3.3,3.3 mph,30.20 in,0.00 in,0.00 in,0,4.1 w/m²
31/05/2021 21:15,3094.2,316.6,27.6,34.6,41.6,51.3,49.6,52.9,27.42,532.5,43.47,81.356,63.9,49.4 °F,59,ESE,3.3,3.5 mph,30.20 in,0.00 in,0.00 in,0,2.8 w/m²
31/05/2021 21:20,4787.9,490.7,27.6,34.5,41.5,50.7,48.7,51.9,27.62,593,43.97,81.716,63.5,49.8 °F,61,East,2.6,2.6 mph,30.20 in,0.00 in,0.00 in,0,2 w/m²
31/05/2021 21:25,4741.6,494.2,24.6,34,40.8,49.3,48.6,51.4,27.8,648.1,44.55,82.04,63.3,49.5 °F,61,ENE,3.6,3.9 mph,30.20 in,0.00 in,0.00 in,0,1.2 w/m²
31/05/2021 21:30,4838.6,509.7,27,33.2,40.2,48.6,48.1,50.7,27.94,703.1,45.22,82.292,63.1,49.1 °F,61,ENE,4.4,4.6 mph,30.21 in,0.00 in,0.00 in,0,0.8 w/m²
31/05/2021 21:35,6339,592.6,21.1,9.9,32.3,39.4,47.8,40.7,28.04,753.9,45.41,82.472,63,49.0 °F,60,ENE,7.5,8.0 mph,30.21 in,0.00 in,0.00 in,0,0.4 w/m²
31/05/2021 21:40,7169.2,620.4,27.1,33.3,40.7,49.3,47.8,50.2,28.11,805.8,45.83,82.598,62.7,49.1 °F,61,ENE,6.1,6.4 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 21:45,8041.3,651.9,27.4,34.2,41,49.9,48.7,51.4,28.2,856.2,46.29,82.76,62.4,49.0 °F,62,East,4.2,4.4 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 21:50,8661.5,675.1,27.1,34,41.1,50.6,48.8,51.7,28.2,905.2,46.62,82.76,62.2,48.9 °F,62,East,4.5,4.7 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 21:55,8926.3,688.2,27.6,34.8,42.3,52.7,50.2,54.3,28.22,956.4,47.04,82.796,62.2,49.0 °F,62,ESE,5.3,5.6 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:00,11827.1,1020.1,28,21.8,42.1,47.8,50.4,54,28.3,1008.5,47.6,82.94,62,48.7 °F,62,ENE,4.8,5.2 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:05,50008.8,11195.6,29.7,39.9,45.7,60.6,55.8,63.5,28.3,1049.9,48.21,82.94,61.9,48.6 °F,62,East,4.9,5.3 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:10,56540.9,11915.1,27.1,36.3,40.9,59.8,54.6,61.1,28.3,1104.3,48.5,82.94,61.7,48.9 °F,63,East,5.1,5.5 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:15,56296.3,12285,29.5,27.8,44.5,58,53.8,59.9,28.3,1152,48.9,82.94,61.7,49.1 °F,63,East,4.4,4.7 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:20,54759.5,12242.6,29.9,39.8,44.8,58.7,54.3,61.2,28.3,1191.2,49.29,82.94,61.6,48.9 °F,63,East,5.1,5.4 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:25,53626.8,12134.1,29.5,38.8,44.1,57.5,53.6,59.8,28.32,1230.9,49.7,82.976,61.4,48.6 °F,63,East,3.6,3.8 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:30,52254.4,11906.6,30.1,40.3,45.9,60.8,55.3,63,28.36,1269.6,50.12,83.048,61.3,48.5 °F,63,East,3.1,3.3 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
31/05/2021 22:35,51999.4,9449,27.4,37.2,41.9,49.5,50.1,56.7,28.4,1309.4,50.56,83.12,61.3,48.5 °F,63,East,3,3.1 mph,30.21 in,0.00 in,0.00 in,0,0 w/m²
