time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,CO2,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,Solar
26/05/2021 09:05,3252.7,1062,2,2,2.8,2.8,2.9,2.9,2894.6,65.19,78.08,49.6,43.9 °F,81,NW,2.6,2.7 mph,30.07 in,0.00 in,0.00 in,82.2 w/m²
26/05/2021 09:10,3242.2,1059.2,2.2,1.3,2.8,2.8,2.8,2.8,2878,65.1,78.008,49.8,43.9 °F,80,NNW,3,3.2 mph,30.07 in,0.00 in,0.00 in,129 w/m²
26/05/2021 09:15,3295.7,1064.6,1.4,1.4,2.5,2.5,2.5,2.5,2898,65.54,78.044,49.9,43.8 °F,80,,3.1,3.3 mph,30.07 in,0.00 in,0.00 in,123.8 w/m²
26/05/2021 09:20,3241.9,1057.5,2.4,2.4,3,3,3,3,2899.3,65.39,78.08,50,43.8 °F,80,,3.1,3.3 mph,30.07 in,0.00 in,0.00 in,178.6 w/m²
26/05/2021 09:25,3232.5,1056.3,2.4,2.4,3.1,3.1,3.2,3.2,2883.5,65.37,77.954,50.1,43.9 °F,80,NNW,2.3,2.3 mph,30.07 in,0.00 in,0.00 in,187.5 w/m²
26/05/2021 09:30,3191.6,1033.5,2.3,2.3,2.8,2.8,2.8,2.8,2881.4,65.17,77.918,50.4,43.9 °F,79,NNW,2.3,2.3 mph,30.07 in,0.00 in,0.00 in,183.9 w/m²
26/05/2021 09:35,3180.7,911.7,2.1,1.2,2.8,2.8,2.9,2.9,2871.6,65.09,77.9,50.7,43.9 °F,78,NNW,3.1,3.3 mph,30.07 in,0.00 in,0.00 in,210.2 w/m²
26/05/2021 09:40,3204.2,1039,2,2,2.9,2.9,2.9,2.9,2889.2,65.29,77.9,50.9,44.2 °F,78,NW,3.1,3.2 mph,30.07 in,0.00 in,0.00 in,258.3 w/m²
26/05/2021 09:45,3184.7,1021.3,1.9,1.9,3,3,3,3,2919,65.23,77.9,51.1,44.1 °F,77,NNW,2.4,2.5 mph,30.07 in,0.00 in,0.00 in,267.5 w/m²
26/05/2021 09:50,3175.4,1017,2,2,3.1,3.1,3.2,3.2,2917.5,65.05,77.9,51.4,44.2 °F,76,NNW,2.9,3.1 mph,30.07 in,0.00 in,0.00 in,259.4 w/m²
26/05/2021 09:55,3126.2,1000.5,2,2,3.2,3.2,3.9,3.9,2915.5,65.05,77.9,51.7,44.3 °F,76,NNW,2.9,3.0 mph,30.07 in,0.00 in,0.00 in,242 w/m²
26/05/2021 10:00,3066.3,881.5,2.6,1.9,3.4,3.4,3.5,3.5,2899.3,64.73,77.882,51.9,44.4 °F,76,NW,2.8,2.9 mph,30.07 in,0.00 in,0.00 in,271.2 w/m²
26/05/2021 10:05,3055.8,976.3,2.3,2.3,2.8,2.8,2.9,2.9,2880.1,64.7,77.846,52,44.5 °F,76,NNW,4,4.2 mph,30.06 in,0.00 in,0.00 in,295.5 w/m²
26/05/2021 10:10,3053.4,968.3,2.7,2.7,3,3,3,3,2899.8,64.9,77.828,52.3,44.5 °F,75,NNW,2.1,2.1 mph,30.06 in,0.00 in,0.00 in,349.9 w/m²
26/05/2021 10:15,3012.7,956.4,2.4,2.4,3,3,3.2,3.2,2883.8,64.62,77.882,52.9,44.2 °F,72,SE,1,1.0 mph,30.06 in,0.00 in,0.00 in,411.7 w/m²
26/05/2021 10:20,2974.7,943,2.5,2.5,3.2,3.2,3.2,3.2,2875.9,64.51,77.9,53,44.5 °F,73,NNW,2.4,2.6 mph,30.06 in,0.00 in,0.00 in,352.6 w/m²
26/05/2021 10:25,2951.5,936,2.5,2.5,3.1,3.1,3.1,3.1,2867.3,64.3,77.9,53.2,44.6 °F,73,NNW,3.8,4.1 mph,30.06 in,0.00 in,0.00 in,393.3 w/m²
26/05/2021 10:30,2989,838.3,1.8,1.8,2.5,2.5,3,3,2878.6,64.49,77.9,52.8,44.2 °F,73,NNW,5.2,5.4 mph,30.06 in,0.00 in,0.00 in,436.6 w/m²
26/05/2021 10:35,3010,948,2.5,2.5,2.9,2.9,2.9,2.9,2886.1,64.26,77.9,53.1,44.0 °F,72,NNW,3.1,3.3 mph,30.06 in,0.00 in,0.00 in,413.7 w/m²
26/05/2021 10:40,3453.6,1098.8,2.9,2.9,3.8,3.8,3.8,3.8,2908.9,64.71,77.9,53.5,44.3 °F,71,,4.6,5.0 mph,30.06 in,0.00 in,0.00 in,819.2 w/m²
26/05/2021 10:45,3342.1,1063.7,2.3,2.3,3.1,3.1,3.4,3.4,2956.6,64.61,78.062,53.7,43.9 °F,70,South,2.8,2.9 mph,30.06 in,0.00 in,0.00 in,812.5 w/m²
26/05/2021 10:50,3309.5,1034.6,2.7,1.5,4.3,4.3,4.3,4.3,2944.4,64.16,78.08,54.4,45.0 °F,71,NE,2.6,2.7 mph,30.07 in,0.00 in,0.00 in,456.9 w/m²
26/05/2021 10:55,3278.9,1029.5,2.6,2.6,3.4,3.4,3.5,3.5,2929,63.96,78.08,53.7,43.9 °F,70,NNW,5.3,5.7 mph,30.07 in,0.00 in,0.00 in,127.6 w/m²
26/05/2021 11:00,3214.8,1005.3,2.7,2.7,3.6,3.6,3.6,3.6,2875.4,63.54,78.062,53.6,44.0 °F,70,NW,2.7,2.8 mph,30.07 in,0.00 in,0.00 in,134.4 w/m²
