time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,tem,CO2,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
05/06/2021 21:00,778.4,0,6.3,6.3,7.8,7.8,8.1,8.1,27.74,423.1,38.76,81.932,68.8,48.5 °F,48,WNW,1.2,1.2 mph,30.35 in,0.00 in,0.00 in,0,8.1 w/m²
05/06/2021 21:05,1320.2,94.4,5.5,6.1,7.4,7.4,7.7,7.7,27.78,474.6,39.79,82.004,68.6,48.6 °F,49,WNW,1.7,1.7 mph,30.35 in,0.00 in,0.00 in,0,6.3 w/m²
05/06/2021 21:10,1435.8,138.2,4.9,3.3,7.1,7.1,8.1,7.3,27.87,540.8,40.33,82.166,68.4,48.8 °F,50,NW,1.2,1.2 mph,30.35 in,0.00 in,0.00 in,0,32.9 w/m²
05/06/2021 21:15,1473.6,178.3,6.1,6.1,7.5,7.5,7.5,7.5,28.03,594.8,40.76,82.454,68.1,48.8 °F,50,NW,0.9,0.9 mph,30.35 in,0.00 in,0.00 in,0,31.8 w/m²
05/06/2021 21:20,1685.8,231.3,5.9,5.9,8.2,8.2,8.2,8.2,28.14,660.9,41.13,82.652,68.1,48.8 °F,50,SW,1.7,1.7 mph,30.36 in,0.00 in,0.00 in,0,28.2 w/m²
05/06/2021 21:25,2101.4,281.9,6.6,6.6,7.7,7.7,8,8,28.23,721.5,41.43,82.814,67.9,49.0 °F,51,South,0.9,0.9 mph,30.36 in,0.00 in,0.00 in,0,28 w/m²
05/06/2021 21:30,2343.8,316.3,6.2,6.2,7.5,7.5,7.5,7.5,28.32,769.4,41.63,82.976,67.6,49.3 °F,52,East,0.9,0.9 mph,30.36 in,0.00 in,0.00 in,0,28.4 w/m²
05/06/2021 21:35,2542.3,314,5.9,3.5,7.3,7.3,8.8,7.6,28.4,821.1,42.2,83.12,67.2,49.3 °F,53,ENE,0.7,0.7 mph,30.36 in,0.00 in,0.00 in,0,28.9 w/m²
05/06/2021 21:40,2782.2,378.1,6.3,6.3,7.4,7.4,7.4,7.4,28.44,886.7,42.4,83.192,67.1,49.2 °F,52,ENE,0.3,0.3 mph,30.37 in,0.00 in,0.00 in,0,29.2 w/m²
05/06/2021 21:45,2913.4,396.9,6,6,7.4,7.4,7.6,7.6,28.5,950.7,42.74,83.3,67.1,49.2 °F,52,NW,1.3,1.3 mph,30.37 in,0.00 in,0.00 in,0,29.6 w/m²
