time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,tem,CO2,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
12/06/2021 21:25,400,0,9.9,9.9,12.7,12.7,13.1,13.1,28.8,438.7,38.68,83.84,70.8,50.7 °F,49,NW,2.8,2.9 mph,30.39 in,0.00 in,0.00 in,0,3.1 w/m²
12/06/2021 21:30,636.8,69,10,10,12.9,12.9,13,13,28.81,471,39.23,83.858,70.7,50.8 °F,49,NW,2.1,2.1 mph,30.39 in,0.00 in,0.00 in,0,2.4 w/m²
12/06/2021 21:35,1009.4,215.2,10.3,10.3,13.7,13.7,14.2,14.2,28.89,499.7,39.7,84.002,70.5,50.9 °F,50,NW,2.6,2.7 mph,30.39 in,0.00 in,0.00 in,0,1.7 w/m²
12/06/2021 21:40,1005.8,239.1,10.2,10.2,13.3,13.3,13.8,13.8,29.02,525.9,40.05,84.236,70.5,50.9 °F,50,NW,2.1,2.1 mph,30.40 in,0.00 in,0.00 in,0,1 w/m²
12/06/2021 21:45,998.9,256.7,10.3,10.3,13.1,13.1,13.3,13.3,29.11,561.3,40.34,84.398,70.3,50.7 °F,50,NW,2.2,2.2 mph,30.40 in,0.00 in,0.00 in,0,0.6 w/m²
12/06/2021 21:50,999.1,278.3,10.5,10.5,13.5,13.5,14.1,14.1,29.2,595.4,40.66,84.56,70.3,51.0 °F,51,NNW,2.5,2.6 mph,30.40 in,0.00 in,0.00 in,0,0.3 w/m²
12/06/2021 21:55,1007.1,302.3,11,11,14.2,14.2,14.4,14.4,29.2,632.1,40.97,84.56,70.1,51.0 °F,51,NNW,2.1,2.1 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:00,1023.9,324.2,10.3,10.3,13.7,13.7,13.8,13.8,29.28,667.8,41.41,84.704,70,51.0 °F,51,NW,3.2,3.4 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:05,1033.3,346.1,10,10,12.9,12.9,13.1,13.1,29.3,704.6,41.82,84.74,69.9,50.9 °F,51,NW,3.4,3.7 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:10,1050.6,367.9,9.6,9.6,12.9,12.9,13.2,13.2,29.32,745.9,42.13,84.776,69.9,50.9 °F,51,NW,2.8,3.0 mph,30.40 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:15,1061,381.7,9.7,9.7,12,12,12.1,12.1,29.39,778.3,42.51,84.902,69.9,51.3 °F,52,NW,1.7,1.7 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:20,1074,401.6,10.2,10.2,13,13,13.1,13.1,29.4,811.9,42.84,84.92,69.8,51.4 °F,52,NW,2,2.0 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:25,1094.1,422,10,10,12.9,12.9,12.9,12.9,29.4,846.9,43.2,84.92,69.7,51.3 °F,52,NW,1.3,1.3 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:30,1111.2,440.3,9.5,9.5,11.9,11.9,12,12,29.4,878.8,43.51,84.92,69.6,51.2 °F,52,NW,1.3,1.3 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:35,1130.4,458.8,9.7,9.7,13.3,13.3,13.8,13.8,29.4,912.5,43.82,84.92,69.4,51.0 °F,52,NW,2,2.0 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:40,1145.4,476.8,9.2,9.2,12.6,12.6,12.7,12.7,29.4,949.5,44.12,84.92,69.4,51.0 °F,52,NW,1.7,1.7 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:45,1176.7,493.7,9.4,9.4,12.4,12.4,12.6,12.6,29.41,984,44.41,84.938,69.2,51.0 °F,52,NW,0.5,0.5 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:50,1316,537.6,9.2,9.2,12.2,12.2,12.5,12.5,29.41,1014.7,44.8,84.938,69.2,51.2 °F,53,NW,1.6,1.6 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 22:55,1349.9,559.6,9.5,9.5,12.1,12.1,12.1,12.1,29.41,1053.7,45.21,84.938,69,51.2 °F,53,NW,1.8,1.8 mph,30.41 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:00,1345.8,567.6,9.5,9.5,13.1,13.1,13.2,13.2,29.45,1084.2,45.54,85.01,68.9,51.2 °F,53,NW,0.8,0.8 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:05,1329.4,578.2,10.2,10.2,13.4,13.4,13.8,13.8,29.48,1105.5,46.23,85.064,68.8,51.5 °F,54,NW,0,0.0 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:10,1339.3,585,9.9,9.9,13.7,13.7,14.1,14.1,29.46,1118.1,47.09,85.028,68.7,51.4 °F,54,NW,0.4,0.4 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:15,1364,602.8,9.3,9.3,12.3,12.3,12.6,12.6,29.46,1155.3,47.84,85.028,68.7,51.4 °F,54,NW,0.8,0.8 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:20,1378.5,619.9,10,10,13.8,13.8,14.1,14.1,29.5,1200.5,48.4,85.1,68.7,51.7 °F,55,NW,0.8,0.8 mph,30.42 in,0.00 in,0.00 in,0,0 w/m²
12/06/2021 23:25,1400.8,632.4,9.8,9.8,13.1,13.1,13.2,13.2,29.5,1246.3,49.05,85.1,68.4,53.6 °F,59,ENE,3.5,3.7 mph,30.43 in,0.00 in,0.00 in,0,0 w/m²
