time,eco2,TVOC,pm10_env,pm10_standard,pm25_env,pm25_standard,pm100_env,pm100_standard,tem_in,CO2,hum_in,tem_out,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
24/05/2021 09:15,4234.4,1094.4,1.1,1.1,1.6,1.6,2,2,77.9,1992.7,49.25,54.3,66,South,4.8,5.1 mph,29.72 in,0.00 in,0.04 in,1,138.4 w/m²
24/05/2021 09:20,4104.8,1046.5,0.7,0.7,1.3,1.3,1.4,1.4,77.9,1982.4,49.09,54.2,67,SSW,3.4,3.7 mph,29.72 in,0.00 in,0.04 in,4,511.9 w/m²
24/05/2021 09:25,4008.8,1005.8,0.8,0.8,1.2,1.2,1.2,1.2,77.9,1981.3,48.94,54.6,66,South,4.3,4.6 mph,29.71 in,0.00 in,0.04 in,5,601.1 w/m²
24/05/2021 09:30,3988.1,911.5,1,0.5,1.6,1.6,1.6,1.6,77.9,1975.9,48.91,55.4,65,South,4.5,5.0 mph,29.71 in,0.00 in,0.04 in,5,601.1 w/m²
24/05/2021 09:35,4122.2,1051.5,0.6,0.6,1.1,1.1,1.4,1.4,77.9,1965.9,48.9,55.4,66,South,6,6.6 mph,29.71 in,0.00 in,0.04 in,5,585.2 w/m²
24/05/2021 09:40,4147.6,1062.3,0.6,0.6,1,1,1,1,77.9,1973.1,48.89,55.1,67,SSW,6.3,6.8 mph,29.71 in,0.00 in,0.04 in,6,619 w/m²
24/05/2021 09:45,4028.3,1013.4,0.5,0.5,1.1,1.1,1.1,1.1,77.9,1964.4,48.79,55.3,67,South,4.4,4.8 mph,29.71 in,0.00 in,0.04 in,4,359.1 w/m²
24/05/2021 09:50,3979.4,995.2,1,1,1.7,1.7,1.7,2,77.9,1956.2,48.62,55,67,South,4.8,5.1 mph,29.71 in,0.00 in,0.04 in,6,734.7 w/m²
24/05/2021 09:55,3963.7,987.6,1,0.6,1.6,1.6,1.9,1.9,77.9,1949.9,48.5,55,67,South,4,4.2 mph,29.70 in,0.00 in,0.04 in,2,258.2 w/m²
24/05/2021 10:00,3715.9,901.1,0.8,0.8,1.4,1.4,1.5,1.5,77.9,1948,48.46,55,68,South,5.4,5.8 mph,29.70 in,0.00 in,0.04 in,1,104.8 w/m²
24/05/2021 10:05,3709.8,863.4,0.8,0.8,1.4,1.4,1.6,1.6,77.9,1921.7,48.03,52.7,73,SSW,4.6,4.9 mph,29.71 in,0.37 in,0.11 in,0,54.7 w/m²
24/05/2021 10:10,4115,1014.2,0.7,0.7,1.7,1.7,1.8,1.8,77.9,1908.2,47.94,50.7,80,SSE,2.9,3.1 mph,29.71 in,0.37 in,0.11 in,1,118.2 w/m²
24/05/2021 10:15,4307.8,1087.6,0.7,0.7,1.2,1.2,1.2,1.2,77.9,1905.8,48.06,50.9,80,South,2.4,2.4 mph,29.71 in,0.37 in,0.11 in,2,217.3 w/m²
24/05/2021 10:20,4525.7,1173.1,0.7,0.6,1.1,1.1,1.1,1.1,77.9,1930.3,48.29,51.4,77,South,2.5,2.6 mph,29.71 in,0.00 in,0.11 in,5,558.5 w/m²
24/05/2021 10:25,4499.4,1175.7,1.1,1.1,2.2,2.2,2.5,2.5,77.9,1969,48.48,52.3,76,South,2.4,2.5 mph,29.71 in,0.00 in,0.11 in,3,264.7 w/m²
24/05/2021 10:30,4417.4,1146,0.9,0.9,1.9,1.9,1.9,1.9,77.9,1986.7,48.53,53,76,South,4.9,5.3 mph,29.71 in,0.00 in,0.11 in,1,138.4 w/m²
24/05/2021 10:35,4287.1,1091.8,0.8,0.8,1.3,1.3,1.3,1.3,77.9,1982.4,48.26,52.7,75,South,4.9,5.2 mph,29.71 in,0.00 in,0.11 in,3,264.6 w/m²
24/05/2021 10:40,4186.6,1052.3,0.8,0.8,1.2,1.2,1.4,1.4,77.9,1963.6,48.05,52.9,72,South,5.4,5.9 mph,29.71 in,0.00 in,0.11 in,6,599.1 w/m²
24/05/2021 10:45,4095.4,1000.7,0.9,0.5,1.5,1.5,1.5,1.5,77.9,1935.5,47.83,53.3,68,South,5,5.5 mph,29.71 in,0.00 in,0.11 in,5,512.6 w/m²
24/05/2021 10:50,3775.2,880.5,0.8,0.8,1.7,1.7,1.8,1.8,77.9,1889.7,47.43,53.6,66,South,5.9,6.6 mph,29.71 in,0.00 in,0.11 in,3,320 w/m²
24/05/2021 10:55,3616.1,809.2,0.9,0.9,1.5,1.5,1.6,1.6,77.9,1845.2,46.99,53.4,64,South,6.2,6.8 mph,29.71 in,0.00 in,0.11 in,6,566.1 w/m²
24/05/2021 11:00,3407.7,744.1,1.3,1.3,2.1,2.1,2.1,2.1,77.9,1799,46.9,53.5,63,SSE,5.1,5.7 mph,29.71 in,0.00 in,0.11 in,9,762 w/m²
