time,CO2,temp,hum_in,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
30/06/2021 21:15,608.7,25.9,47.8,78.62,61.5,51.6 °F,70,NW,1.6,1.6 mph,30.18 in,0.00 in,0.00 in,0,5.5 w/m²
30/06/2021 21:20,622.5,25.86,47.88,78.548,61.3,51.7 °F,71,NW,1.9,1.9 mph,30.18 in,0.00 in,0.00 in,0,3.9 w/m²
30/06/2021 21:25,628,25.8,48.06,78.44,61.3,51.8 °F,71,NW,2.2,2.2 mph,30.18 in,0.00 in,0.00 in,0,2.4 w/m²
30/06/2021 21:30,644.8,25.75,48.43,78.35,61.3,51.8 °F,71,NW,2.3,2.3 mph,30.18 in,0.00 in,0.00 in,0,1.7 w/m²
30/06/2021 21:35,701.4,25.82,49.33,78.476,61.5,51.9 °F,71,NW,2.1,2.1 mph,30.18 in,0.00 in,0.00 in,0,0.9 w/m²
30/06/2021 21:40,782.2,26.02,50.41,78.836,61.5,52.0 °F,71,NW,2.1,2.1 mph,30.19 in,0.00 in,0.00 in,0,0.5 w/m²
30/06/2021 21:45,861.8,26.21,51.14,79.178,61.3,52.1 °F,72,NW,1.9,1.9 mph,30.19 in,0.00 in,0.00 in,0,0.2 w/m²
30/06/2021 21:50,917.6,26.4,51.4,79.52,61.3,52.0 °F,72,NW,0.5,0.5 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 21:55,979.5,26.54,51.59,79.772,61.4,52.1 °F,72,NW,1.3,1.3 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:00,1028.6,26.66,51.87,79.988,61.3,52.0 °F,72,WNW,1.2,1.2 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:05,1077.9,26.75,52.52,80.15,61.3,52.1 °F,72,NW,1.7,1.7 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:10,1123.7,26.84,52.97,80.312,61.3,52.1 °F,72,NW,1.6,1.6 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:15,1165.9,26.9,53.2,80.42,61.3,52.2 °F,72,NW,1,1.0 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:20,1213.6,27,53.54,80.6,61.3,52.2 °F,72,NW,0.9,0.9 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:25,1274.1,27,53.83,80.6,61.3,52.1 °F,72,WNW,1.1,1.1 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:30,1336.7,27.02,54.13,80.636,61.3,52.2 °F,72,WNW,1.1,1.1 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:35,1395,27.09,54.38,80.762,61.3,52.1 °F,72,NW,1.5,1.5 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:40,1444.2,27.09,54.75,80.762,61.3,52.1 °F,72,WNW,1,1.0 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:45,1520.9,27.11,55.17,80.798,61.3,52.4 °F,73,WNW,1.3,1.3 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:50,1754.2,27.2,56.55,80.96,61.3,52.5 °F,73,NW,0.9,0.9 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 22:55,2050.7,27.31,58.36,81.158,61.3,52.5 °F,73,NW,0.1,0.1 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:00,2407.5,27.4,60.67,81.32,61.3,52.5 °F,73,NW,0.8,0.8 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:05,2675.333333,27.46666667,63.66666667,81.44000001,61.3,52.5 °F,73,NW,0.4,0.4 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:10,2932.6,27.57,65.87,81.626,61.3,52.4 °F,73,NW,0.4,0.4 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:15,3095.5,27.65,68.39,81.77,61.3,52.5 °F,73,NW,0.8,0.8 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:20,3193.3,27.69,69.69,81.842,61.3,52.4 °F,73,NW,1.3,1.3 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:25,3277.222222,27.7,71,81.86,61.3,52.5 °F,73,NW,0.7,0.7 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:30,3335,27.7,71.85,81.86,61.2,52.4 °F,73,NW,1,1.0 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:35,3362.7,27.7,72.25,81.86,61.1,52.4 °F,73,NW,0.2,0.2 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:40,3373.2,27.68,72.26,81.824,60.9,52.5 °F,74,NW,0.6,0.6 mph,30.18 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:45,3375.6,27.67,72.28,81.806,60.8,52.4 °F,74,NW,0,0.0 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:50,3350.7,27.6,71.79,81.68,60.5,52.6 °F,75,NW,0.1,0.1 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
30/06/2021 23:55,3350.6,27.53,71.6,81.554,60.4,52.6 °F,76,NW,0.1,0.1 mph,30.19 in,0.00 in,0.00 in,0,0 w/m²
