time,eco2,pm100_env,pm10_env,pm25_env,TVOC,pm100_standard,pm10_standard,pm25_standard,CO2,hum_in,tem,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
20/06/2021 21:05,400,18.3,12.7,18.6,0,19.1,12.7,18.6,520.5,59.43,26.1,78.98,59.6,55.8 °F,87,NNE,3.2,3.4 mph,29.93 in,0.00 in,0.03 in,0,1.7 w/m²
20/06/2021 21:10,419.3,18.2,11.9,17.6,0,17.7,11.9,17.6,570,60.03,26.23,79.214,59.4,55.6 °F,87,ENE,4.5,4.8 mph,29.93 in,0.00 in,0.03 in,0,2.1 w/m²
20/06/2021 21:15,1736,18.7,13,18.1,166.4,18.5,13,18.1,654.5,60.82,26.44,79.592,59.3,55.5 °F,87,NE,4.7,5.0 mph,29.93 in,0.00 in,0.03 in,0,2.3 w/m²
20/06/2021 21:20,2568,21.3,13.3,21.1,427.3,21.8,13.3,21.1,723.3,61.22,26.67,80.006,59.3,55.6 °F,88,NE,4.4,4.8 mph,29.93 in,0.00 in,0.03 in,0,1.2 w/m²
20/06/2021 21:25,3526.1,19.7,13,19,477.8,19.5,13,19,772.2,61.29,26.78,80.204,58.9,55.4 °F,88,ENE,5.8,6.2 mph,29.94 in,0.00 in,0.03 in,0,0.6 w/m²
20/06/2021 21:30,3465.8,21,13.4,19.9,465.7,21.4,13.4,19.9,827.5,61.63,26.86,80.348,58.6,55.3 °F,89,NNE,4.8,5.2 mph,29.94 in,0.00 in,0.03 in,0,0.4 w/m²
20/06/2021 21:35,3576.3,20,13,19.8,465.1,20,13,19.8,883.6,61.99,26.94,80.492,58.6,55.4 °F,89,NNE,3.8,4.0 mph,29.94 in,0.00 in,0.03 in,0,0.4 w/m²
20/06/2021 21:40,3530.4,19.2,11.8,18.6,460.7,19,11.8,18.6,936.8,62.26,27,80.6,58.6,55.4 °F,89,NE,3.7,3.8 mph,29.94 in,0.00 in,0.03 in,0,0.5 w/m²
20/06/2021 21:45,3927,17.5,11.5,17.1,472.7,17.7,11.5,17.1,987.2,62.54,27.01,80.618,58.5,55.3 °F,89,NNE,5.5,5.9 mph,29.93 in,0.00 in,0.03 in,0,0.3 w/m²
20/06/2021 21:50,3822,17.8,12.6,17.6,465.3,17.8,12.6,17.6,1030.9,62.84,27.08,80.744,58.2,55.0 °F,89,ENE,4.1,4.5 mph,29.93 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 21:55,3756.7,16.6,12,16.5,461.4,16.9,12,16.5,1069.5,63.11,27.11,80.798,58.2,55.0 °F,89,ENE,4.2,4.5 mph,29.93 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:00,3684.5,16.1,11.4,15.5,456,15.9,11.4,15.5,1110.9,63.3,27.1,80.78,58.2,55.0 °F,89,NE,5.5,6.0 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:05,3647.2,17.3,11.8,16.6,452.1,17.1,11.8,16.6,1149.4,63.5,27.11,80.798,58.1,55.0 °F,89,NE,5.4,5.8 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:10,3621.7,16.6,11.3,16.5,448.1,17.2,11.3,16.5,1183.1,63.72,27.13,80.834,58.1,55.0 °F,89,ENE,4.1,4.4 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:15,3813.5,16,11.1,15.5,456.7,15.6,11.1,15.5,1211.7,63.88,27.13,80.834,58.1,55.0 °F,89,NE,4.2,4.5 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:20,3852.1,16.5,11.1,16.2,456,16.6,11.1,16.2,1240.1,64.06,27.15,80.87,58.1,55.0 °F,89,ENE,4.7,5.0 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:25,3826.3,16.2,11.4,15.2,453.7,16.3,11.4,15.2,1270.9,64.29,27.16,80.888,58.1,55.0 °F,89,NE,4.7,5.2 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:30,3799.4,15.5,10.8,14.9,450.8,15.2,10.8,14.9,1299.1,64.48,27.16,80.888,58.1,54.9 °F,89,NNE,4.7,5.0 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:35,3817.5,15.8,10.8,15.5,449,16.2,10.8,15.5,1352.9,64.7,27.14,80.852,58.1,54.8 °F,89,NE,2.9,3.1 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:40,3827.6,16.2,11.2,15.3,447.8,16.2,11.2,15.3,1409.2,64.93,27.11,80.798,58.1,54.9 °F,89,NE,4.9,5.2 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:45,4181.6,15.5,10.4,15,465.6,15.5,10.4,15,1457.8,65.17,27.12,80.816,58,54.9 °F,89,NE,4.7,5.0 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:50,4451,15.2,10.1,15.2,478.3,15.3,10.1,15.2,1494.1,65.38,27.12,80.816,57.9,54.8 °F,89,NE,4.9,5.2 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 22:55,4465.6,14.9,10.3,14.5,480.3,14.9,10.3,14.5,1536.2,65.55,27.12,80.816,57.9,54.7 °F,89,NE,5.4,5.9 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:00,4438.7,15.5,10.2,14.8,479,14.8,10.2,14.8,1579.1,65.72,27.11,80.798,57.7,54.3 °F,88,NE,6.1,6.8 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:05,4420.2,13.7,9.8,13.7,475.3,14.1,9.8,13.7,1613.3,65.95,27.16,80.888,57.7,54.6 °F,89,NE,6.5,7.0 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:10,4414.6,13.8,9.7,13.5,473.2,13.9,9.7,13.5,1652.2,66.06,27.15,80.87,57.7,54.4 °F,89,NE,3.3,3.6 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:15,4558.4,14.5,9.7,14.2,482.9,14.4,9.7,14.2,1690.1,66.21,27.17,80.906,57.7,54.1 °F,88,NE,5.2,5.7 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:20,4555.7,13.8,9.7,13.5,478.7,13.9,9.7,13.5,1718.8,66.35,27.19,80.942,57.7,54.0 °F,88,NE,4.4,4.7 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:25,4821.2,14.3,9.9,13.9,490.7,14.3,9.9,13.9,1739.9,66.44,27.2,80.96,57.7,53.9 °F,87,NNE,3.9,4.1 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:30,5088.7,13,9.5,13,510.2,13.2,9.5,13,1774.9,66.54,27.17,80.906,57.7,54.0 °F,87,NNE,3.8,4.1 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:35,5048.6,12.7,8.7,12.4,503.1,12.7,8.7,12.4,1806.8,66.72,27.19,80.942,57.6,53.9 °F,87,NNE,5.6,6.1 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:40,5026.9,12.6,8.9,12.6,501.4,12.6,8.9,12.6,1834.8,66.82,27.2,80.96,57.3,53.7 °F,88,NNE,4.9,5.2 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:45,5169.8,13.2,9.2,12.4,511.5,12.7,9.2,12.4,1858.5,67.07,27.2,80.96,57.3,53.7 °F,88,NE,4.1,4.3 mph,29.95 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:50,6099.9,13.6,9.4,13.3,537.5,14.1,9.4,13.3,1884.2,67.27,27.2,80.96,57.2,53.6 °F,88,North,5,5.3 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
20/06/2021 23:55,5953.5,12.4,8.5,11.9,535.5,12.3,8.5,11.9,1915.9,67.45,27.2,80.96,57,53.4 °F,88,ENE,5.4,5.8 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
21/06/2021 00:00,6085.5,11.9,8.8,12,536.9,12.1,8.8,12,1942.3,67.7,27.24,81.032,56.8,53.0 °F,87,ENE,6.4,7.1 mph,29.94 in,0.00 in,0.03 in,0,0 w/m²
21/06/2021 00:05,5810.8,12.6,8.9,12.4,530.7,12.5,8.9,12.4,1970.6,67.88,27.28,81.104,56.8,53.0 °F,87,ENE,5.6,6.1 mph,29.94 in,0.00 in,0.00 in,0,0 w/m²
21/06/2021 00:10,6243.4,11.7,8.5,11.7,537.7,12,8.5,11.7,2005.8,68.03,27.29,81.122,56.9,53.1 °F,87,ENE,6.1,6.7 mph,29.94 in,0.00 in,0.00 in,0,0 w/m²
21/06/2021 00:15,6541.8,11.7,8.1,11,542.3,11.4,8.1,11,2042.4,68.13,27.3,81.14,56.8,52.7 °F,86,NE,4.8,5.2 mph,29.94 in,0.00 in,0.00 in,0,0 w/m²
21/06/2021 00:20,6525.8,12.1,7.9,12.1,544,12.1,7.9,12.1,2079.9,68.2,27.3,81.14,56.8,52.5 °F,86,East,4.4,4.8 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
21/06/2021 00:25,6403,11.2,7.7,11.2,538.9,11.2,7.7,11.2,2123.3,68.27,27.3,81.14,56.7,52.2 °F,85,ENE,5.6,6.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m²
21/06/2021 00:30,6340.4,11.8,8.4,11.8,536.6,12,8.4,11.8,2160.5,68.26,27.3,81.14,56.5,52.0 °F,85,NE,3.9,4.1 mph,29.94 in,0.00 in,0.00 in,0,0 w/m²
