time,eco2,pm100_env,pm10_env,pm25_env,TVOC,pm100_standard,pm10_standard,pm25_standard,CO2,hum_in,tem,tem_in,tem_out,Dew Point,hum_out,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
18/06/2021 00:55,400.9,21,14,20.1,1,20.8,14,20.1,2735.3,80.2,28.98,84.164,61.3,59.3 °F,93,NE,2.4,2.5 mph,30.06 in,0.00 in,0.00 in,0,0 w/m²
18/06/2021 01:00,400.9,20.9,13.8,19.7,1,20.8,13.8,19.7,2766.1,80.38,28.97,84.146,61.2,59.4 °F,94,NE,3.8,4.1 mph,30.06 in,0.00 in,0.00 in,0,0 w/m²
18/06/2021 01:05,401,19.7,13.3,19.1,1,19.6,13.3,19.1,2794.9,80.38,28.94,84.092,61.1,59.3 °F,94,NNE,3.3,3.5 mph,30.06 in,0.00 in,0.00 in,0,0 w/m²
18/06/2021 01:10,400.9,20.5,13.1,19.5,1,20.6,13.1,19.5,2805.9,80.33,28.9,84.02,61.1,59.3 °F,94,NE,2.6,2.7 mph,30.06 in,0.00 in,0.00 in,0,0 w/m²
18/06/2021 01:15,400.9,19.9,13.2,19.6,1,20,13.2,19.6,2813.5,80.31,28.91,84.038,60.9,59.1 °F,94,NE,4.3,4.6 mph,30.07 in,0.09 in,0.01 in,0,0 w/m²
18/06/2021 01:20,400.9,19,13.1,18.6,1,19.4,13.1,18.6,2831.7,80.24,28.9,84.02,60.9,59.1 °F,94,ENE,4.3,4.6 mph,30.07 in,0.09 in,0.01 in,0,0 w/m²
18/06/2021 01:25,400.9,19.2,13.4,18,1,19.1,13.4,18,2852.5,80.23,28.9,84.02,60.9,59.1 °F,94,ENE,4,4.4 mph,30.08 in,0.09 in,0.01 in,0,0 w/m²
18/06/2021 01:30,400.9,18.2,13.1,17.3,1,18.2,13.1,17.3,2866.1,80.22,28.88,83.984,60.8,59.0 °F,94,ENE,3.1,3.2 mph,30.08 in,0.00 in,0.01 in,0,0 w/m²
18/06/2021 01:35,400.9,19.9,12.8,18.5,1,19.8,12.8,18.5,2885.6,80.27,28.89,84.002,60.8,59.2 °F,95,NNE,5.1,5.4 mph,30.07 in,0.09 in,0.03 in,0,0 w/m²
18/06/2021 01:40,400.9,18.4,13.1,18.4,1,18.7,13.1,18.4,2904.8,80.17,28.9,84.02,60.8,59.1 °F,94,NE,3.6,3.7 mph,30.07 in,0.09 in,0.03 in,0,0 w/m²
18/06/2021 01:45,400.9,19.4,12.5,18.2,1,18.8,12.5,18.2,2914,80.06,28.9,84.02,60.8,59.3 °F,95,NNE,4.8,5.2 mph,30.06 in,0.09 in,0.03 in,0,0 w/m²
18/06/2021 01:50,400.9,18.9,12.5,17.6,1,19.1,12.5,17.6,2917.1,79.88,28.9,84.02,60.8,59.3 °F,95,NNE,3.7,3.9 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 01:55,400.9,18,12.2,17.6,1,18.4,12.2,17.6,2925.2,79.78,28.89,84.002,60.8,59.3 °F,95,NE,3.8,4.1 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:00,400.9,17.3,11.7,16.6,1,17.2,11.7,16.6,2925.9,79.66,28.9,84.02,60.8,59.3 °F,95,NNE,4.1,4.4 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:05,401,17.7,12,17.3,1,17.6,12,17.3,2931.4,79.56,28.89,84.002,60.8,59.3 °F,95,NE,4.9,5.1 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:10,400.9,17.4,11.4,17,1,17.6,11.4,17,2917.4,79.56,28.9,84.02,60.8,59.1 °F,94,NNE,3.6,3.7 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:15,400.9,18,11.8,17.1,1,18,11.8,17.1,2919.9,79.52,28.89,84.002,60.8,59.0 °F,94,NE,3.5,3.8 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:20,400.9,18.9,12.2,18.3,1,19,12.2,18.3,2909.8,79.43,28.88,83.984,60.8,59.0 °F,94,NNE,5.1,5.6 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:25,400.9,18.6,11.9,17.4,1,17.9,11.9,17.4,2900.4,79.28,28.83,83.894,60.8,59.0 °F,94,NNE,4.8,5.1 mph,30.06 in,0.00 in,0.03 in,0,0 w/m²
18/06/2021 02:30,400.9,17.8,12.3,17.7,1,18.2,12.3,17.7,2906.4,79.14,28.82,83.876,60.6,58.8 °F,94,North,3.9,4.0 mph,30.06 in,0.09 in,0.04 in,0,0 w/m²
18/06/2021 02:35,400.9,17.4,12.2,16.8,1,17.6,12.2,16.8,2912.5,79.06,28.81,83.858,60.5,58.7 °F,94,NNE,5.9,6.2 mph,30.06 in,0.09 in,0.04 in,0,0 w/m²
18/06/2021 02:40,400.9,17.7,11.9,16.9,1,17.8,11.9,16.9,2916.9,79.11,28.82,83.876,60.4,58.6 °F,94,NNE,5.1,5.4 mph,30.06 in,0.09 in,0.04 in,0,0 w/m²
18/06/2021 02:45,400.9,18.2,11.4,17.1,1,17.8,11.4,17.1,2923.4,79.14,28.8,83.84,60.5,58.7 °F,94,NNE,3.8,4.0 mph,30.06 in,0.00 in,0.04 in,0,0 w/m²
18/06/2021 02:50,400.9,17.5,11.4,17,1,17.6,11.4,17,2929.6,79.21,28.8,83.84,60.4,58.6 °F,94,North,4.3,4.5 mph,30.06 in,0.00 in,0.04 in,0,0 w/m²
18/06/2021 02:55,400.9,18.7,11.8,17.4,1,18.5,11.8,17.4,2936.9,79.33,28.8,83.84,60.4,58.6 °F,94,NE,5.1,5.5 mph,30.07 in,0.09 in,0.06 in,0,0 w/m²
18/06/2021 03:00,400.9,16.6,11.8,16.6,1,17,11.8,16.6,2937,79.4,28.8,83.84,60.4,58.6 °F,94,NE,4.9,5.2 mph,30.07 in,0.09 in,0.06 in,0,0 w/m²
18/06/2021 03:05,401,16.4,11,15.8,1,16.4,11,15.8,2930,79.4,28.8,83.84,60.5,58.7 °F,94,NNE,4.5,4.9 mph,30.06 in,0.09 in,0.06 in,0,0 w/m²
18/06/2021 03:10,400.9,16.5,10.8,16,1,16.3,10.8,16,2922.1,79.3,28.8,83.84,60.4,58.6 °F,94,NNE,5.2,5.7 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:15,400.9,15,10.6,14.5,1,15.3,10.6,14.5,2917,79.27,28.8,83.84,60.4,58.6 °F,94,NNE,3.2,3.3 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:20,400.9,15.4,10.1,14.8,1,15.2,10.1,14.8,2910.6,79.23,28.8,83.84,60.4,58.6 °F,94,NNE,4.6,5.0 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:25,400.9,15,10.7,14.9,1,15.3,10.7,14.9,2903.7,79.19,28.8,83.84,60.4,58.6 °F,94,NNE,5,5.3 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:30,400.9,15.3,10.1,14.6,1,15.2,10.1,14.6,2895.6,79.17,28.77,83.786,60.4,58.6 °F,94,NNE,3.1,3.2 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:35,400.9,14,9.6,13.8,1,14.1,9.6,13.8,2884,79.17,28.8,83.84,60.4,58.6 °F,94,NNE,3.8,4.0 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:40,400.9,15.6,9.8,14.7,1,15.2,9.8,14.7,2874.2,79.02,28.8,83.84,60.5,58.7 °F,94,NNE,4.7,5.0 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:45,400.9,13.1,9,12.9,1,13.5,9,12.9,2859.4,78.77,28.75,83.75,60.4,58.6 °F,94,NNE,4.5,4.8 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:50,400.9,14.8,10,14,1,14.7,10,14,2846.1,78.59,28.74,83.732,60.4,58.6 °F,94,NNE,4.8,5.1 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 03:55,400.9,13.1,9.5,12.9,1,13.5,9.5,12.9,2840.1,78.44,28.72,83.696,60.4,58.6 °F,94,NE,5.4,5.8 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:00,400.9,12.6,9.3,12.3,1,12.5,9.3,12.3,2831.8,78.31,28.72,83.696,60.4,58.6 °F,94,NE,5.4,5.8 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:05,401,12.3,9,11.8,1,12.4,9,11.8,2827.7,78.22,28.72,83.696,60.6,58.8 °F,94,NE,4.9,5.5 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:10,400.9,13,9.1,12.3,1,12.6,9.1,12.3,2826.8,78.16,28.74,83.732,60.6,58.8 °F,94,NE,3.7,3.9 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:15,400.9,12.7,8.9,12,1,12.9,8.9,12,2825.9,78.1,28.74,83.732,60.6,58.8 °F,94,NE,4,4.3 mph,30.06 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:20,400.9,15.4,9.9,14.7,1,15.6,9.9,14.7,2825.5,78.03,28.74,83.732,60.6,58.8 °F,94,NE,4.7,5.1 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:25,400.9,12.4,8.3,11.4,1,11.7,8.3,11.4,2806,77.89,28.72,83.696,60.6,58.8 °F,94,NNE,5.5,6.0 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:30,400.9,14,9.1,12.9,1,13.8,9.1,12.9,2803.7,77.87,28.72,83.696,60.4,58.6 °F,94,NNE,4.3,4.6 mph,30.05 in,0.00 in,0.06 in,0,0 w/m²
18/06/2021 04:35,400.9,12.7,9.2,12.8,1,13.6,9.2,12.8,2797.6,77.97,28.73,83.714,60.4,58.6 °F,94,NNE,4,4.4 mph,30.05 in,0.00 in,0.06 in,0,0.4 w/m²
18/06/2021 04:40,400.9,12.9,8.4,12.3,1,12.9,8.4,12.3,2791,77.95,28.73,83.714,60.2,58.4 °F,94,NE,3.6,3.8 mph,30.05 in,0.00 in,0.06 in,0,0.5 w/m²
18/06/2021 04:45,400.9,12.6,8.7,11.9,1,12.3,8.7,11.9,2777.3,77.75,28.71,83.678,60.2,58.3 °F,93,NE,5.3,5.7 mph,30.05 in,0.00 in,0.06 in,0,0.6 w/m²
18/06/2021 04:50,400.9,11.3,8.5,11.4,1,11.7,8.5,11.4,2764.7,77.62,28.7,83.66,60.2,58.3 °F,93,NNE,4,4.2 mph,30.05 in,0.00 in,0.06 in,0,0.7 w/m²
18/06/2021 04:55,400.9,12,8.4,11.2,1,11.8,8.4,11.2,2764.7,77.59,28.7,83.66,60.2,58.3 °F,93,NNE,3.6,3.9 mph,30.05 in,0.00 in,0.06 in,0,0.9 w/m²
18/06/2021 05:00,400.9,11.2,8.4,11.2,1,11.3,8.4,11.2,2759,77.5,28.7,83.66,60.2,58.2 °F,93,NNE,4.9,5.2 mph,30.05 in,0.00 in,0.06 in,0,0.9 w/m²
18/06/2021 05:05,401,12,7.9,11.8,1,11.8,7.9,11.8,2752.4,77.43,28.7,83.66,60.3,58.3 °F,93,,6.2,6.5 mph,30.05 in,0.00 in,0.06 in,0,2.1 w/m²
18/06/2021 05:10,400.9,10.7,7.8,10.2,1,10.7,7.8,10.2,2753.4,77.3,28.7,83.66,60.2,58.2 °F,93,NNE,5,5.4 mph,30.05 in,0.00 in,0.06 in,0,2.5 w/m²
18/06/2021 05:15,400.9,10.9,8,10.7,1,11,8,10.7,2775.4,77.3,28.7,83.66,60.2,58.2 °F,93,NNE,4.7,5.1 mph,30.05 in,0.00 in,0.06 in,0,2.6 w/m²
18/06/2021 05:20,400.9,10.3,7.8,10.2,1,10.5,7.8,10.2,2775.2,77.24,28.7,83.66,60.3,58.3 °F,93,NNE,4.7,5.0 mph,30.05 in,0.00 in,0.06 in,0,3.6 w/m²
18/06/2021 05:25,400.9,10.8,7.5,10.4,1,10.7,7.5,10.4,2764.6,77.15,28.7,83.66,60.2,58.2 °F,93,NNE,5.1,5.5 mph,30.05 in,0.00 in,0.06 in,0,3.6 w/m²
18/06/2021 05:30,400.9,9.9,7.6,9.7,1,10.1,7.6,9.7,2754.5,77.08,28.7,83.66,60.2,58.2 °F,93,North,5,5.3 mph,30.04 in,0.00 in,0.06 in,0,4 w/m²
18/06/2021 05:35,400.9,9.8,7.3,9.5,1,9.7,7.3,9.5,2752.8,76.99,28.69,83.642,60.2,58.2 °F,93,NNE,4.2,4.5 mph,30.05 in,0.00 in,0.06 in,0,4.1 w/m²
18/06/2021 05:40,400.9,10.1,7.2,9.5,1,10,7.2,9.5,2759.5,76.85,28.7,83.66,60.2,58.2 °F,93,NE,4.6,4.9 mph,30.05 in,0.09 in,0.07 in,0,4.7 w/m²
18/06/2021 05:45,400.9,9.9,7.1,9.9,1,10.2,7.1,9.9,2759.6,76.78,28.66,83.588,60.1,58.2 °F,93,NNE,3.5,3.8 mph,30.05 in,0.09 in,0.07 in,0,6.3 w/m²
18/06/2021 05:50,400.9,9.1,6.3,8.5,1,9,6.3,8.5,2760.9,76.68,28.68,83.624,59.9,58.2 °F,94,NE,3.7,4.0 mph,30.04 in,0.09 in,0.07 in,0,9.5 w/m²
18/06/2021 05:55,400.9,8.8,6.5,8.9,1,8.9,6.5,8.9,2768.3,76.61,28.69,83.642,59.9,58.2 °F,94,North,5.4,5.8 mph,30.04 in,0.09 in,0.09 in,0,12.9 w/m²
18/06/2021 06:00,400.9,9.3,6.4,8.9,1,9.2,6.4,8.9,2774.8,76.51,28.7,83.66,59.7,57.9 °F,94,NNE,6.1,6.5 mph,30.04 in,0.09 in,0.09 in,0,11.3 w/m²
18/06/2021 06:05,400.9,9.5,6.5,9.3,1,9.5,6.5,9.3,2763.8,76.42,28.7,83.66,59.7,57.9 °F,94,NNE,3.6,3.8 mph,30.04 in,0.09 in,0.09 in,0,13.7 w/m²
18/06/2021 06:10,401,8.9,6.4,8.7,1,9,6.4,8.7,2763.3,76.3,28.67,83.606,59.7,57.9 °F,94,NNE,4,4.3 mph,30.05 in,0.00 in,0.09 in,0,17.9 w/m²
18/06/2021 06:15,400.9,9.2,6.6,8.7,1,9,6.6,8.7,2757.9,76.17,28.66,83.588,59.7,57.9 °F,94,NNE,3.7,3.9 mph,30.05 in,0.00 in,0.09 in,0,16 w/m²
18/06/2021 06:20,400.9,8.3,6.3,8.3,1,8.4,6.3,8.3,2735.3,76.09,28.67,83.606,59.7,57.9 °F,94,NNE,5.6,5.9 mph,30.05 in,0.00 in,0.09 in,0,13.3 w/m²
18/06/2021 06:25,400.9,8.1,6.1,8.4,1,8.4,6.1,8.4,2723.9,76.03,28.67,83.606,59.7,57.9 °F,94,NNE,5.5,5.9 mph,30.05 in,0.00 in,0.09 in,0,12.7 w/m²
18/06/2021 06:30,400.9,8.2,6.2,7.8,1,8,6.2,7.8,2730.8,75.99,28.69,83.642,59.8,58.0 °F,94,NE,4.4,4.6 mph,30.05 in,0.00 in,0.09 in,0,12.4 w/m²
18/06/2021 06:35,400.9,8.7,6.1,8.2,1,8.6,6.1,8.2,2731.4,75.88,28.65,83.57,59.9,58.2 °F,94,NNE,5.1,5.5 mph,30.05 in,0.00 in,0.09 in,0,13.3 w/m²
18/06/2021 06:40,400.9,8.6,6.4,8.7,0.9,8.9,6.4,8.7,2734,75.84,28.66,83.588,59.7,57.9 °F,94,North,4.3,4.6 mph,30.05 in,0.00 in,0.09 in,0,12.6 w/m²
18/06/2021 06:45,400.9,8.1,5.9,7.7,1,7.9,5.9,7.7,2749.2,75.74,28.65,83.57,59.7,57.8 °F,94,NE,4.7,5.0 mph,30.05 in,0.00 in,0.09 in,0,16.9 w/m²
18/06/2021 06:50,400.9,7.9,5.9,7.9,1,8,5.9,7.9,2747,75.63,28.64,83.552,59.9,58.0 °F,93,NNE,4.9,5.2 mph,30.05 in,0.00 in,0.09 in,0,23.4 w/m²
18/06/2021 06:55,400.9,7.8,5.5,7.1,1,7.6,5.5,7.1,2741.6,75.58,28.64,83.552,59.7,57.9 °F,94,NNE,4.7,5.0 mph,30.05 in,0.00 in,0.09 in,0,30.3 w/m²
18/06/2021 07:00,400.9,8.1,5.6,7.3,1,8,5.6,7.3,2736.9,75.45,28.63,83.534,59.7,57.9 °F,94,NNE,4.2,4.4 mph,30.04 in,0.00 in,0.09 in,0,34.4 w/m²
18/06/2021 07:05,400.9,8,5.7,7.7,1,7.9,5.7,7.7,2723.4,75.31,28.61,83.498,59.6,57.8 °F,94,NE,4.4,4.7 mph,30.04 in,0.09 in,0.11 in,0,31.4 w/m²
18/06/2021 07:10,401,8.7,6.1,8.5,1,8.8,6.1,8.5,2708.2,75.19,28.6,83.48,59.5,57.7 °F,94,NNE,4.6,5.0 mph,30.05 in,0.09 in,0.11 in,0,30.4 w/m²
18/06/2021 07:15,400.9,7.7,5.5,7.2,1,7.7,5.5,7.2,2685.1,75.05,28.6,83.48,59.5,57.7 °F,94,NE,4.4,4.7 mph,30.05 in,0.09 in,0.11 in,0,26.6 w/m²
18/06/2021 07:20,400.9,6.6,5.4,6.6,1,7.1,5.4,6.6,2661.8,75.03,28.6,83.48,59.5,57.7 °F,94,NNE,3.9,4.2 mph,30.05 in,0.00 in,0.11 in,0,25.9 w/m²
18/06/2021 07:25,400.9,6.6,4.7,6.5,1,6.5,4.7,6.5,2655.8,74.99,28.6,83.48,59.5,57.7 °F,94,NNE,4,4.3 mph,30.05 in,0.00 in,0.11 in,0,28.9 w/m²
18/06/2021 07:30,400.9,7.2,5.6,6.8,1,7.3,5.6,6.8,2637.2,74.77,28.6,83.48,59.5,57.7 °F,94,NNE,4.4,4.7 mph,30.05 in,0.00 in,0.11 in,0,33.3 w/m²
18/06/2021 07:35,400.9,6.2,4.7,6,1,6,4.7,6,2625.3,74.7,28.6,83.48,59.5,57.7 °F,94,NNE,5.1,5.5 mph,30.04 in,0.00 in,0.11 in,0,37.1 w/m²
18/06/2021 07:40,400.9,6.7,5.2,6.6,1,6.7,5.2,6.6,2610.7,74.55,28.61,83.498,59.5,57.7 °F,94,NNE,5.1,5.5 mph,30.04 in,0.00 in,0.11 in,0,29.4 w/m²
18/06/2021 07:45,400.9,6.6,5.4,6.6,1,6.6,5.4,6.6,2590.8,74.38,28.6,83.48,59.5,57.7 °F,94,NNE,6.1,6.5 mph,30.05 in,0.00 in,0.11 in,0,31.1 w/m²
